Component ID,Component Name,Parent Component ID,Quantity,Level (Hierarchy Level),Assembly Type,Criticality Level (High/Medium/Low),Supplier ID,Lead Time (Weeks)
COMP0201,Resistor-6050,COMP0361,100,4,Module,Low,SUPP052,10
COMP0439,Inductor-1043,COMP0040,160,2,Module,Low,SUPP053,35
COMP0227,Capacitor-5279,COMP0433,70,3,PCB Assembly,Medium,SUPP060,6
COMP0340,MOSFET-3496,COMP0031,164,2,Sub-assembly,High,SUPP053,7
COMP0413,Sensor-5786,COMP0257,145,3,Raw Part,Medium,SUPP019,9
COMP0121,LED-1887,COMP0140,54,2,Raw Part,Medium,SUPP054,48
COMP0386,Crystal-9041,COMP0079,29,3,Sub-assembly,Medium,SUPP082,28
COMP0432,Transistor-8025,COMP0378,193,2,Raw Part,Medium,SUPP074,51
COMP0089,Capacitor-8962,ROOT,103,1,PCB Assembly,Medium,SUPP037,42
COMP0420,Inductor-1841,COMP0064,26,2,PCB Assembly,Medium,SUPP100,13
COMP0280,Sensor-5082,COMP0272,38,3,Raw Part,High,SUPP086,28
COMP0120,IC-8651,COMP0173,174,2,Raw Part,Medium,SUPP065,52
COMP0092,Crystal-8787,COMP0271,133,3,Sub-assembly,Low,SUPP069,2
COMP0208,Diode-3662,COMP0444,199,3,Sub-assembly,Low,SUPP013,3
COMP0094,Transistor-9645,COMP0418,95,2,Raw Part,Medium,SUPP036,6
COMP0411,Inductor-5494,COMP0127,8,3,Sub-assembly,Medium,SUPP040,40
COMP0381,Sensor-4130,COMP0218,2,4,PCB Assembly,Medium,SUPP019,7
COMP0366,Crystal-5425,COMP0447,130,3,Raw Part,Low,SUPP026,11
COMP0032,Diode-2654,COMP0104,27,4,Raw Part,Medium,SUPP076,40
COMP0310,Microcontroller-5892,COMP0026,21,4,Sub-assembly,Medium,SUPP002,14
COMP0153,Inductor-2122,COMP0244,30,4,Sub-assembly,Low,SUPP064,48
COMP0051,IC-8517,COMP0239,196,3,PCB Assembly,Medium,SUPP100,48
COMP0054,LED-9830,COMP0388,100,4,Module,High,SUPP046,44
COMP0367,MOSFET-9817,COMP0385,14,3,PCB Assembly,Medium,SUPP075,42
COMP0146,Resistor-9883,COMP0326,120,4,PCB Assembly,Medium,SUPP047,1
COMP0322,Resistor-7455,COMP0106,113,2,Raw Part,Medium,SUPP022,46
COMP0062,Crystal-7916,ROOT,43,1,Raw Part,Medium,SUPP057,34
COMP0382,Capacitor-4954,ROOT,36,1,PCB Assembly,Medium,SUPP008,46
COMP0117,Capacitor-2588,COMP0485,107,3,Sub-assembly,High,SUPP089,33
COMP0057,Microcontroller-4593,COMP0241,40,4,Sub-assembly,Medium,SUPP077,49
COMP0302,Capacitor-7797,COMP0197,65,3,Raw Part,Low,SUPP069,13
COMP0249,Diode-7888,COMP0117,11,3,Raw Part,Medium,SUPP014,1
COMP0094,Transistor-9645,COMP0281,4,4,PCB Assembly,Low,SUPP047,51
COMP0181,Capacitor-2753,COMP0497,129,3,Sub-assembly,High,SUPP033,43
COMP0445,LED-8438,COMP0409,197,2,Sub-assembly,Low,SUPP024,11
COMP0497,LED-3594,COMP0201,150,4,Sub-assembly,Low,SUPP078,43
COMP0391,Transistor-7046,COMP0181,117,3,Sub-assembly,Medium,SUPP003,25
COMP0411,Inductor-5494,COMP0350,92,3,Sub-assembly,Medium,SUPP016,16
COMP0296,Microcontroller-6238,COMP0469,94,4,PCB Assembly,Low,SUPP019,6
COMP0165,Crystal-5915,ROOT,30,1,PCB Assembly,Low,SUPP019,25
COMP0038,LED-2169,ROOT,3,1,Sub-assembly,Medium,SUPP084,34
COMP0393,Microcontroller-7971,COMP0401,41,2,Sub-assembly,Medium,SUPP096,45
COMP0058,Inductor-9348,COMP0444,57,3,Raw Part,Medium,SUPP038,33
COMP0034,Connector-6977,COMP0006,78,2,Module,Low,SUPP077,52
COMP0415,Crystal-9042,ROOT,4,1,Raw Part,Medium,SUPP019,7
COMP0189,Capacitor-7939,COMP0194,122,4,PCB Assembly,Low,SUPP092,36
COMP0199,Microcontroller-3426,COMP0207,183,3,PCB Assembly,Medium,SUPP079,22
COMP0120,IC-8651,COMP0047,24,2,Sub-assembly,High,SUPP016,49
COMP0142,Transistor-7930,COMP0216,67,4,PCB Assembly,High,SUPP065,52
COMP0300,LED-3503,COMP0439,32,4,Raw Part,Medium,SUPP044,21
COMP0382,Capacitor-4954,COMP0443,29,4,Sub-assembly,Low,SUPP058,32
COMP0169,Capacitor-9808,COMP0069,60,4,Raw Part,Low,SUPP064,33
COMP0051,IC-8517,COMP0133,40,3,Raw Part,Low,SUPP006,49
COMP0344,Connector-5198,COMP0237,42,4,Sub-assembly,Medium,SUPP020,19
COMP0403,LED-8933,COMP0389,189,2,PCB Assembly,Medium,SUPP036,28
COMP0396,Transistor-6023,COMP0073,10,3,Raw Part,Medium,SUPP004,30
COMP0105,MOSFET-4608,ROOT,129,1,Raw Part,Medium,SUPP034,49
COMP0334,LED-9837,COMP0329,193,3,Sub-assembly,Medium,SUPP008,14
COMP0051,IC-8517,COMP0158,59,3,Raw Part,Low,SUPP057,19
COMP0421,Transistor-8827,ROOT,78,1,Raw Part,Medium,SUPP059,43
COMP0093,Sensor-3705,COMP0083,145,3,Sub-assembly,Medium,SUPP097,26
COMP0351,Capacitor-4978,COMP0076,116,3,Sub-assembly,Medium,SUPP039,3
COMP0230,MOSFET-8119,COMP0129,35,3,Sub-assembly,Medium,SUPP049,44
COMP0106,Resistor-2163,COMP0485,18,2,Module,Low,SUPP044,14
COMP0373,Connector-7209,COMP0472,103,3,Raw Part,Medium,SUPP046,39
COMP0065,MOSFET-8668,COMP0271,111,2,PCB Assembly,Low,SUPP078,4
COMP0209,Inductor-7755,COMP0356,8,4,PCB Assembly,Medium,SUPP067,26
COMP0303,IC-6421,COMP0091,15,3,PCB Assembly,Low,SUPP100,16
COMP0133,Resistor-9856,ROOT,7,1,PCB Assembly,Low,SUPP078,50
COMP0075,Sensor-3927,COMP0296,108,3,PCB Assembly,Low,SUPP042,39
COMP0438,Inductor-2229,COMP0488,66,3,PCB Assembly,Medium,SUPP088,42
COMP0378,Transistor-6576,COMP0231,15,2,PCB Assembly,Medium,SUPP060,32
COMP0364,IC-3885,COMP0131,41,3,Raw Part,High,SUPP091,2
COMP0124,LED-6559,COMP0270,67,4,Sub-assembly,High,SUPP027,26
COMP0384,Connector-4937,COMP0234,187,4,Sub-assembly,High,SUPP023,12
COMP0484,IC-9431,COMP0247,27,3,Sub-assembly,High,SUPP060,24
COMP0334,LED-9837,COMP0219,156,4,Sub-assembly,Medium,SUPP055,11
COMP0030,Resistor-4733,COMP0081,158,4,Module,Medium,SUPP037,18
COMP0429,MOSFET-4697,COMP0296,142,3,Sub-assembly,Medium,SUPP014,28
COMP0490,Crystal-8242,COMP0107,150,3,Module,High,SUPP004,12
COMP0383,LED-7658,COMP0493,146,3,PCB Assembly,High,SUPP035,12
COMP0348,Capacitor-1420,COMP0254,20,3,Sub-assembly,Medium,SUPP010,29
COMP0238,Sensor-4228,COMP0389,5,4,Module,Low,SUPP011,26
COMP0474,Microcontroller-7690,COMP0455,200,2,Sub-assembly,Medium,SUPP002,3
COMP0150,Sensor-9701,COMP0107,48,3,Raw Part,Medium,SUPP033,18
COMP0193,Inductor-8239,COMP0437,29,3,Module,Medium,SUPP073,18
COMP0401,LED-4033,COMP0124,143,3,Sub-assembly,Medium,SUPP073,3
COMP0380,Sensor-1166,COMP0476,84,3,Sub-assembly,High,SUPP045,40
COMP0374,Microcontroller-1470,COMP0282,84,3,Sub-assembly,Medium,SUPP095,39
COMP0116,IC-4119,COMP0359,41,2,Cable Assembly,Medium,SUPP070,6
COMP0082,Sensor-1009,COMP0061,100,4,Sub-assembly,Medium,SUPP039,50
COMP0289,Connector-5246,COMP0031,33,4,PCB Assembly,Low,SUPP058,26
COMP0331,Transistor-7906,COMP0088,117,3,Module,Medium,SUPP039,23
COMP0106,Resistor-2163,COMP0136,160,3,PCB Assembly,Medium,SUPP003,29
COMP0371,Capacitor-5569,ROOT,140,1,Raw Part,Low,SUPP054,48
COMP0254,Resistor-5978,COMP0386,106,4,PCB Assembly,High,SUPP006,35
COMP0006,Capacitor-7912,COMP0473,27,3,Raw Part,Low,SUPP022,39
COMP0024,Sensor-3045,COMP0396,20,2,Module,Low,SUPP039,16
COMP0318,Crystal-7624,ROOT,67,1,Raw Part,Low,SUPP075,15
COMP0089,Capacitor-8962,COMP0179,50,4,Sub-assembly,High,SUPP022,16
COMP0184,MOSFET-4450,ROOT,40,1,PCB Assembly,Low,SUPP043,23
COMP0437,Inductor-4929,COMP0059,159,4,Module,Medium,SUPP044,19
COMP0169,Capacitor-9808,COMP0350,9,4,Sub-assembly,Medium,SUPP065,36
COMP0414,LED-3068,COMP0356,54,3,Raw Part,Low,SUPP032,13
COMP0449,Sensor-4683,COMP0436,64,2,Raw Part,High,SUPP055,9
COMP0004,Inductor-2679,COMP0014,89,4,Raw Part,Low,SUPP083,15
COMP0063,MOSFET-2040,COMP0495,69,2,PCB Assembly,High,SUPP075,4
COMP0228,Inductor-5349,COMP0385,154,4,Raw Part,Low,SUPP079,39
COMP0315,Transistor-8140,COMP0029,31,2,Sub-assembly,Low,SUPP052,13
COMP0039,MOSFET-3803,COMP0159,151,3,Raw Part,High,SUPP002,25
COMP0094,Transistor-9645,COMP0444,69,3,Raw Part,Medium,SUPP058,22
COMP0319,LED-3704,COMP0051,151,4,Sub-assembly,Medium,SUPP010,45
COMP0118,Crystal-8062,COMP0191,60,2,PCB Assembly,High,SUPP055,18
COMP0243,LED-5920,COMP0342,131,2,Raw Part,Medium,SUPP050,7
COMP0460,Connector-2317,COMP0360,7,4,Module,Medium,SUPP058,52
COMP0393,Microcontroller-7971,COMP0003,147,2,Raw Part,Medium,SUPP069,18
COMP0162,Diode-6147,COMP0139,16,4,Sub-assembly,Low,SUPP009,23
COMP0354,MOSFET-1672,COMP0170,91,2,Sub-assembly,High,SUPP027,47
COMP0396,Transistor-6023,COMP0298,164,2,Sub-assembly,Medium,SUPP007,34
COMP0436,Transistor-2330,COMP0470,152,3,Raw Part,High,SUPP060,39
COMP0499,Sensor-7684,COMP0355,190,2,Sub-assembly,High,SUPP012,33
COMP0280,Sensor-5082,COMP0420,66,2,Raw Part,Medium,SUPP090,35
COMP0406,Capacitor-4180,COMP0093,189,2,Module,High,SUPP099,35
COMP0248,Sensor-3085,COMP0221,127,3,Raw Part,Low,SUPP026,14
COMP0451,Transistor-3330,COMP0088,151,2,Raw Part,Medium,SUPP046,7
COMP0184,MOSFET-4450,COMP0483,15,4,Sub-assembly,Medium,SUPP070,43
COMP0149,MOSFET-8811,COMP0141,15,4,Module,Medium,SUPP065,51
COMP0402,Diode-4545,COMP0270,136,3,Sub-assembly,Low,SUPP022,50
COMP0165,Crystal-5915,COMP0364,123,3,Sub-assembly,Low,SUPP003,48
COMP0261,Crystal-2389,COMP0247,33,2,PCB Assembly,Low,SUPP047,20
COMP0474,Microcontroller-7690,COMP0400,164,2,Module,Low,SUPP011,51
COMP0300,LED-3503,COMP0285,41,3,Sub-assembly,Low,SUPP002,49
COMP0055,Transistor-8019,COMP0181,187,3,PCB Assembly,Low,SUPP052,11
COMP0388,Capacitor-5820,COMP0154,115,4,Sub-assembly,Medium,SUPP076,49
COMP0129,Inductor-5563,COMP0331,4,4,Sub-assembly,Low,SUPP021,16
COMP0473,Capacitor-8700,COMP0148,146,2,Raw Part,Medium,SUPP002,39
COMP0360,Connector-2729,COMP0202,44,3,PCB Assembly,Medium,SUPP018,27
COMP0205,Crystal-2684,ROOT,88,1,PCB Assembly,High,SUPP075,24
COMP0221,IC-6378,COMP0035,123,2,PCB Assembly,Medium,SUPP003,46
COMP0119,Microcontroller-7939,COMP0026,189,3,PCB Assembly,Medium,SUPP032,24
COMP0391,Transistor-7046,COMP0318,46,2,Sub-assembly,Medium,SUPP060,6
COMP0045,Resistor-4752,COMP0114,98,4,Module,Medium,SUPP054,2
COMP0478,IC-9117,COMP0237,125,3,PCB Assembly,Medium,SUPP036,26
COMP0057,Microcontroller-4593,COMP0384,108,4,PCB Assembly,High,SUPP056,9
COMP0201,Resistor-6050,COMP0363,135,2,PCB Assembly,Medium,SUPP002,37
COMP0167,Capacitor-1152,COMP0089,52,2,Sub-assembly,High,SUPP055,43
COMP0076,Sensor-2743,COMP0345,29,4,Sub-assembly,Low,SUPP026,51
COMP0211,LED-6442,COMP0330,159,2,Sub-assembly,Low,SUPP056,20
COMP0071,Capacitor-5808,COMP0367,26,4,Raw Part,Medium,SUPP037,8
COMP0469,Sensor-8245,COMP0236,46,3,Raw Part,Medium,SUPP050,34
COMP0186,Diode-5325,COMP0216,193,3,Sub-assembly,Low,SUPP027,51
COMP0129,Inductor-5563,COMP0093,160,3,Cable Assembly,Low,SUPP055,52
COMP0036,Microcontroller-4432,COMP0440,88,3,Sub-assembly,Medium,SUPP003,6
COMP0428,Capacitor-7818,COMP0318,158,4,Raw Part,High,SUPP090,12
COMP0022,Microcontroller-5333,COMP0147,144,4,Sub-assembly,Medium,SUPP099,18
COMP0040,Sensor-5010,COMP0087,57,4,Sub-assembly,Medium,SUPP043,51
COMP0101,Connector-2982,COMP0200,147,3,Sub-assembly,Medium,SUPP002,11
COMP0184,MOSFET-4450,COMP0396,138,4,Raw Part,Medium,SUPP098,9
COMP0215,IC-1634,COMP0022,72,3,PCB Assembly,High,SUPP067,28
COMP0376,Inductor-8988,COMP0033,168,3,Sub-assembly,Low,SUPP077,22
COMP0117,Capacitor-2588,COMP0173,161,3,Module,Medium,SUPP035,12
COMP0047,IC-5386,COMP0143,61,3,Raw Part,Medium,SUPP003,52
COMP0017,Microcontroller-5552,COMP0113,123,3,Raw Part,Medium,SUPP055,4
COMP0157,MOSFET-5033,COMP0332,163,3,Raw Part,High,SUPP029,30
COMP0259,Sensor-8752,COMP0268,68,4,Sub-assembly,Medium,SUPP051,47
COMP0193,Inductor-8239,COMP0386,116,2,PCB Assembly,Low,SUPP045,27
COMP0132,Sensor-2604,COMP0435,120,4,Sub-assembly,Low,SUPP097,15
COMP0207,MOSFET-3532,COMP0415,18,3,Raw Part,Medium,SUPP089,6
COMP0266,Diode-4262,COMP0265,192,3,Raw Part,High,SUPP008,10
COMP0232,IC-9379,COMP0357,43,3,Raw Part,High,SUPP100,34
COMP0158,MOSFET-1651,COMP0358,117,3,Raw Part,Low,SUPP050,2
COMP0149,MOSFET-8811,COMP0187,106,4,PCB Assembly,Medium,SUPP044,3
COMP0117,Capacitor-2588,COMP0228,69,3,Module,Medium,SUPP032,14
COMP0014,Connector-5557,COMP0331,113,3,PCB Assembly,High,SUPP052,31
COMP0359,Resistor-7882,COMP0464,31,4,Raw Part,High,SUPP095,12
COMP0216,Connector-4644,COMP0440,122,3,Module,Medium,SUPP100,6
COMP0315,Transistor-8140,ROOT,132,1,Raw Part,Medium,SUPP056,22
COMP0112,Crystal-8953,COMP0169,174,3,Raw Part,Low,SUPP050,31
COMP0385,LED-8800,COMP0213,53,2,Raw Part,Low,SUPP090,33
COMP0356,IC-7071,COMP0435,129,3,PCB Assembly,Low,SUPP004,48
COMP0433,Transistor-1986,COMP0327,83,2,PCB Assembly,Low,SUPP082,20
COMP0293,Transistor-8206,COMP0425,31,2,PCB Assembly,High,SUPP083,36
COMP0217,Diode-8541,COMP0392,20,4,Raw Part,Medium,SUPP093,29
COMP0016,LED-7924,COMP0106,48,3,PCB Assembly,Low,SUPP052,49
COMP0084,Connector-1319,COMP0493,174,3,Module,High,SUPP025,52
COMP0298,Inductor-3471,COMP0393,131,3,PCB Assembly,High,SUPP073,35
COMP0477,Inductor-6403,COMP0062,144,2,Sub-assembly,Low,SUPP099,14
COMP0396,Transistor-6023,COMP0238,24,4,Raw Part,Low,SUPP001,35
COMP0217,Diode-8541,COMP0158,157,4,Sub-assembly,Medium,SUPP038,11
COMP0016,LED-7924,COMP0357,152,2,Raw Part,Low,SUPP031,6
COMP0346,MOSFET-2876,COMP0491,84,4,Raw Part,Low,SUPP077,45
COMP0010,MOSFET-1434,COMP0184,199,2,Raw Part,Low,SUPP058,2
COMP0195,Sensor-1158,COMP0033,158,3,Raw Part,Medium,SUPP025,1
COMP0189,Capacitor-7939,COMP0311,136,2,Sub-assembly,Low,SUPP030,36
COMP0468,Inductor-8708,COMP0398,72,3,PCB Assembly,Medium,SUPP007,45
COMP0076,Sensor-2743,COMP0356,174,4,PCB Assembly,High,SUPP093,35
COMP0058,Inductor-9348,COMP0258,2,3,Raw Part,Medium,SUPP083,18
COMP0340,MOSFET-3496,COMP0059,88,2,Module,Medium,SUPP097,49
COMP0463,MOSFET-5102,COMP0053,98,4,PCB Assembly,Medium,SUPP099,38
COMP0472,Crystal-9056,COMP0073,168,3,Raw Part,Medium,SUPP026,29
COMP0397,Transistor-4777,ROOT,122,1,Sub-assembly,Medium,SUPP020,27
COMP0323,MOSFET-1444,COMP0229,13,2,Sub-assembly,Medium,SUPP070,3
COMP0266,Diode-4262,COMP0444,17,3,Raw Part,Medium,SUPP068,11
COMP0308,MOSFET-7232,COMP0282,45,4,PCB Assembly,Low,SUPP039,34
COMP0168,Connector-2638,COMP0016,170,4,Module,Medium,SUPP067,33
COMP0338,Resistor-5051,COMP0174,145,3,Sub-assembly,Medium,SUPP081,18
COMP0046,Resistor-6168,ROOT,139,1,Sub-assembly,Low,SUPP088,8
COMP0369,IC-5397,COMP0458,99,3,Module,High,SUPP061,26
COMP0201,Resistor-6050,COMP0286,9,2,Raw Part,Low,SUPP031,40
COMP0062,Crystal-7916,COMP0326,194,3,PCB Assembly,Low,SUPP054,13
COMP0345,Microcontroller-3749,COMP0136,72,4,Sub-assembly,Medium,SUPP077,25
COMP0323,MOSFET-1444,COMP0329,65,3,Raw Part,Medium,SUPP063,1
COMP0042,IC-5422,COMP0377,192,2,Sub-assembly,Medium,SUPP085,10
COMP0153,Inductor-2122,COMP0449,96,2,Sub-assembly,Medium,SUPP075,6
COMP0481,Connector-2442,COMP0490,58,4,Raw Part,Medium,SUPP024,36
COMP0466,Crystal-5415,COMP0232,104,2,PCB Assembly,Low,SUPP008,16
COMP0313,MOSFET-4613,COMP0390,115,3,Sub-assembly,Low,SUPP038,16
COMP0193,Inductor-8239,COMP0433,196,2,Module,Medium,SUPP046,23
COMP0114,Inductor-8744,COMP0218,66,3,Raw Part,High,SUPP069,29
COMP0405,MOSFET-5636,COMP0483,72,3,PCB Assembly,Low,SUPP052,45
COMP0140,Resistor-7396,COMP0461,131,4,Raw Part,High,SUPP092,37
COMP0232,IC-9379,COMP0128,133,4,Raw Part,Low,SUPP052,27
COMP0078,Crystal-9317,COMP0492,33,4,Sub-assembly,High,SUPP052,52
COMP0238,Sensor-4228,COMP0320,136,3,Raw Part,Medium,SUPP017,24
COMP0298,Inductor-3471,COMP0419,125,2,Cable Assembly,Low,SUPP086,12
COMP0070,Transistor-6573,COMP0488,66,3,Sub-assembly,Medium,SUPP024,11
COMP0493,Inductor-5719,COMP0318,33,3,Sub-assembly,Medium,SUPP010,30
COMP0486,Connector-7770,COMP0299,105,4,Sub-assembly,Low,SUPP049,40
COMP0303,IC-6421,COMP0486,154,4,PCB Assembly,High,SUPP095,39
COMP0406,Capacitor-4180,COMP0281,64,4,Sub-assembly,Low,SUPP095,31
COMP0443,Diode-5720,COMP0285,132,4,Raw Part,Medium,SUPP079,12
COMP0191,Resistor-6464,COMP0223,4,4,Raw Part,Medium,SUPP068,12
COMP0026,Sensor-5803,COMP0444,65,3,Module,Low,SUPP013,21
COMP0103,Capacitor-6539,COMP0382,49,3,Cable Assembly,Medium,SUPP020,9
COMP0207,MOSFET-3532,ROOT,2,1,Module,Medium,SUPP007,42
COMP0338,Resistor-5051,COMP0477,103,3,Sub-assembly,Medium,SUPP096,5
COMP0490,Crystal-8242,COMP0380,167,4,PCB Assembly,Low,SUPP037,47
COMP0480,Sensor-1601,COMP0112,77,3,Sub-assembly,Medium,SUPP074,32
COMP0165,Crystal-5915,COMP0326,140,2,Raw Part,High,SUPP079,35
COMP0223,Transistor-6753,COMP0427,172,3,Raw Part,High,SUPP086,45
COMP0070,Transistor-6573,COMP0006,85,2,Raw Part,Low,SUPP020,4
COMP0266,Diode-4262,COMP0173,60,2,Sub-assembly,Low,SUPP055,28
COMP0312,Sensor-9947,COMP0053,160,4,Module,Medium,SUPP080,26
COMP0065,MOSFET-8668,COMP0292,199,4,Raw Part,Low,SUPP005,42
COMP0439,Inductor-1043,COMP0274,34,3,Module,High,SUPP085,24
COMP0126,Diode-4116,COMP0002,115,3,Raw Part,Medium,SUPP068,28
COMP0293,Transistor-8206,COMP0246,40,3,PCB Assembly,Medium,SUPP094,42
COMP0494,Connector-8941,COMP0435,2,4,Raw Part,Low,SUPP040,32
COMP0132,Sensor-2604,COMP0084,82,2,Sub-assembly,High,SUPP025,31
COMP0339,Diode-1333,COMP0436,104,3,Sub-assembly,High,SUPP063,32
COMP0101,Connector-2982,COMP0038,128,3,Cable Assembly,Medium,SUPP029,27
COMP0045,Resistor-4752,COMP0391,170,4,Sub-assembly,High,SUPP089,22
COMP0427,Capacitor-5066,COMP0428,150,3,Raw Part,High,SUPP026,34
COMP0248,Sensor-3085,COMP0236,11,2,Sub-assembly,Low,SUPP038,20
COMP0141,Transistor-8454,COMP0147,141,4,Raw Part,Low,SUPP064,28
COMP0014,Connector-5557,COMP0491,137,3,Raw Part,High,SUPP029,21
COMP0034,Connector-6977,COMP0454,2,4,PCB Assembly,Medium,SUPP042,5
COMP0399,Microcontroller-2958,COMP0037,121,4,Raw Part,Low,SUPP089,36
COMP0437,Inductor-4929,COMP0183,23,4,Raw Part,Medium,SUPP085,11
COMP0443,Diode-5720,COMP0178,21,3,Sub-assembly,Medium,SUPP033,3
COMP0310,Microcontroller-5892,COMP0286,91,4,Raw Part,Medium,SUPP070,48
COMP0041,Inductor-8573,COMP0414,25,3,Raw Part,Low,SUPP034,18
COMP0368,Connector-8616,COMP0201,172,4,Raw Part,Medium,SUPP015,26
COMP0025,IC-2291,COMP0421,122,3,Sub-assembly,Medium,SUPP076,16
COMP0457,LED-7594,COMP0007,184,4,Raw Part,Low,SUPP016,35
COMP0142,Transistor-7930,COMP0390,64,4,Raw Part,Low,SUPP070,10
COMP0092,Crystal-8787,COMP0277,7,2,PCB Assembly,Medium,SUPP051,50
COMP0083,MOSFET-6310,COMP0379,188,4,Sub-assembly,Medium,SUPP070,36
COMP0205,Crystal-2684,COMP0143,161,3,Cable Assembly,Low,SUPP085,29
COMP0274,Diode-3417,COMP0078,101,3,Raw Part,Medium,SUPP044,6
COMP0498,Transistor-1224,COMP0145,178,4,Raw Part,Medium,SUPP027,47
COMP0122,Crystal-2612,COMP0214,34,3,Sub-assembly,Low,SUPP078,30
COMP0154,MOSFET-2113,COMP0011,129,2,Module,Low,SUPP098,50
COMP0431,Connector-8253,COMP0022,130,3,PCB Assembly,Medium,SUPP062,3
COMP0306,Diode-7883,COMP0348,184,2,Sub-assembly,Medium,SUPP012,35
COMP0430,Sensor-7232,COMP0355,162,3,Module,Medium,SUPP029,6
COMP0048,Capacitor-4456,COMP0439,38,2,PCB Assembly,Medium,SUPP013,22
COMP0276,Capacitor-7965,COMP0174,144,2,Sub-assembly,High,SUPP052,16
COMP0096,Diode-9835,COMP0058,153,3,PCB Assembly,High,SUPP059,52
COMP0351,Capacitor-4978,COMP0082,38,3,Sub-assembly,Medium,SUPP061,44
COMP0004,Inductor-2679,COMP0488,70,3,Raw Part,Medium,SUPP062,47
COMP0358,Crystal-6590,COMP0030,137,4,PCB Assembly,Medium,SUPP018,41
COMP0459,Sensor-9090,COMP0228,193,2,Sub-assembly,Medium,SUPP010,40
COMP0294,Capacitor-5681,COMP0125,148,3,Sub-assembly,Low,SUPP063,52
COMP0199,Microcontroller-3426,COMP0068,105,4,Sub-assembly,Medium,SUPP098,37
COMP0193,Inductor-8239,COMP0187,60,4,Cable Assembly,High,SUPP050,5
COMP0379,Transistor-5526,COMP0009,34,3,Raw Part,Low,SUPP058,1
COMP0111,Diode-5562,COMP0265,103,4,Sub-assembly,Low,SUPP007,26
COMP0122,Crystal-2612,ROOT,102,1,Sub-assembly,Low,SUPP048,3
COMP0067,Sensor-1188,COMP0455,165,3,Sub-assembly,Medium,SUPP035,1
COMP0320,Connector-3091,COMP0062,3,3,Module,Medium,SUPP076,8
COMP0085,Capacitor-6947,ROOT,190,1,Sub-assembly,High,SUPP047,9
COMP0012,LED-9928,COMP0174,41,3,PCB Assembly,Low,SUPP059,49
COMP0190,Transistor-1722,COMP0357,153,3,Raw Part,Low,SUPP074,42
COMP0423,IC-9056,COMP0201,11,2,Sub-assembly,Low,SUPP056,3
COMP0069,Crystal-9797,COMP0238,90,4,Module,Low,SUPP038,43
COMP0165,Crystal-5915,COMP0140,162,2,Raw Part,High,SUPP041,19
COMP0383,LED-7658,COMP0310,73,3,PCB Assembly,Low,SUPP029,33
COMP0047,IC-5386,COMP0009,162,2,Raw Part,Low,SUPP077,25
COMP0179,Crystal-2697,COMP0272,55,3,Sub-assembly,Low,SUPP037,49
COMP0170,Diode-9288,COMP0208,41,3,Module,Medium,SUPP088,24
COMP0077,Crystal-5889,COMP0316,127,2,Sub-assembly,Medium,SUPP049,1
COMP0121,LED-1887,COMP0210,27,4,PCB Assembly,Low,SUPP040,35
COMP0217,Diode-8541,ROOT,3,1,Sub-assembly,Low,SUPP020,49
COMP0216,Connector-4644,COMP0208,5,4,Sub-assembly,Medium,SUPP009,24
COMP0259,Sensor-8752,COMP0037,96,3,Cable Assembly,Medium,SUPP009,29
COMP0118,Crystal-8062,COMP0326,24,3,Raw Part,Low,SUPP041,28
COMP0028,MOSFET-4150,COMP0226,147,3,Sub-assembly,High,SUPP033,20
COMP0039,MOSFET-3803,COMP0303,84,2,Raw Part,Medium,SUPP008,46
COMP0193,Inductor-8239,COMP0375,191,4,Raw Part,High,SUPP041,45
COMP0481,Connector-2442,COMP0240,150,4,Sub-assembly,Low,SUPP016,37
COMP0478,IC-9117,COMP0389,165,3,Module,Medium,SUPP069,26
COMP0223,Transistor-6753,COMP0480,77,4,PCB Assembly,Medium,SUPP028,28
COMP0170,Diode-9288,COMP0064,142,3,Sub-assembly,Low,SUPP092,39
COMP0254,Resistor-5978,COMP0344,144,2,Raw Part,Medium,SUPP001,24
COMP0352,Capacitor-5941,COMP0396,48,3,Cable Assembly,Low,SUPP089,31
COMP0434,MOSFET-2625,COMP0375,23,3,Raw Part,Medium,SUPP001,52
COMP0329,Connector-6355,COMP0096,42,2,Sub-assembly,Medium,SUPP063,16
COMP0112,Crystal-8953,COMP0419,37,2,PCB Assembly,Medium,SUPP062,14
COMP0403,LED-8933,COMP0108,145,3,Cable Assembly,Medium,SUPP034,3
COMP0096,Diode-9835,COMP0472,35,4,Raw Part,Low,SUPP051,52
COMP0459,Sensor-9090,COMP0193,159,4,Module,Medium,SUPP034,11
COMP0225,IC-9785,COMP0122,160,3,Module,High,SUPP093,35
COMP0445,LED-8438,COMP0073,12,3,Sub-assembly,Medium,SUPP003,37
COMP0049,MOSFET-6155,COMP0001,17,2,Raw Part,High,SUPP098,52
COMP0090,Capacitor-9727,COMP0151,36,3,Sub-assembly,Medium,SUPP085,5
COMP0310,Microcontroller-5892,COMP0077,156,3,Sub-assembly,Medium,SUPP043,21
COMP0442,Transistor-1534,COMP0432,69,2,PCB Assembly,High,SUPP050,4
COMP0469,Sensor-8245,COMP0166,112,4,Raw Part,Medium,SUPP009,13
COMP0283,Crystal-9702,COMP0064,8,4,Sub-assembly,Low,SUPP037,16
COMP0110,Capacitor-9423,COMP0095,199,3,PCB Assembly,Low,SUPP093,50
COMP0078,Crystal-9317,COMP0253,116,4,Raw Part,Medium,SUPP010,27
