Risk ID,Supplier ID,Risk Type (Shortage / Delay / Shutdown),Severity Level (High/Medium/Low),Probability of Occurrence,Date of Risk Event,Affected Component ID,Expected Recovery Time
RISK02654,SUPP091,Delay,High,0.06,2024-06-13,COMP0086,53 days
RISK02655,SUPP096,Delay,High,0.15,2020-08-07,COMP0358,139 days
RISK02656,SUPP062,Shortage,High,0.11,2025-05-27,COMP0112,179 days
RISK02657,SUPP078,Shortage,High,0.35,2020-07-24,COMP0007,67 days
RISK02658,SUPP019,Delay,High,0.84,2023-07-15,COMP0343,6 days
RISK02659,SUPP042,Shortage,Low,0.33,2021-01-03,COMP0280,163 days
RISK02660,SUPP072,Delay,Medium,0.66,2023-09-28,COMP0497,152 days
RISK02661,SUPP087,Shutdown,Low,0.23,2023-04-26,COMP0017,7 days
RISK02662,SUPP047,Shutdown,Low,0.82,2020-12-19,COMP0211,166 days
RISK02663,SUPP028,Delay,Medium,0.37,2022-10-17,COMP0258,162 days
RISK02664,SUPP051,Delay,Medium,0.9,2025-02-11,COMP0187,112 days
RISK02665,SUPP001,Shortage,High,0.83,2024-11-02,COMP0462,119 days
RISK02666,SUPP048,Delay,High,0.72,2024-09-11,COMP0393,101 days
RISK02667,SUPP036,Delay,Medium,0.03,2022-05-16,COMP0131,27 days
RISK02668,SUPP061,Shortage,High,0.14,2020-11-12,COMP0132,120 days
RISK02669,SUPP045,Shortage,High,0.22,2025-09-16,COMP0278,97 days
RISK02670,SUPP083,Delay,Medium,0.24,2025-06-24,COMP0144,112 days
RISK02671,SUPP043,Delay,Low,0.49,2024-10-25,COMP0027,77 days
RISK02672,SUPP042,Delay,High,0.7,2023-03-05,COMP0478,21 days
RISK02673,SUPP016,Delay,Medium,0.1,2024-09-22,COMP0009,123 days
RISK02674,SUPP008,Shutdown,Medium,0.89,2024-03-13,COMP0215,31 days
RISK02675,SUPP047,Delay,Medium,0.9,2025-09-24,COMP0024,31 days
RISK02676,SUPP039,Delay,Medium,0.66,2022-02-05,COMP0285,96 days
RISK02677,SUPP048,Shortage,Low,0.65,2024-09-27,COMP0231,13 days
RISK02678,SUPP091,Delay,Low,0.73,2023-09-04,COMP0384,72 days
RISK02679,SUPP018,Shortage,Medium,0.84,2021-03-20,COMP0161,86 days
RISK02680,SUPP099,Shortage,High,0.1,2025-02-20,COMP0464,48 days
RISK02681,SUPP087,Shutdown,Low,0.72,2022-11-14,COMP0089,164 days
RISK02682,SUPP035,Delay,Medium,0.15,2021-03-19,COMP0168,14 days
RISK02683,SUPP088,Delay,Low,0.67,2020-01-23,COMP0430,1 days
RISK02684,SUPP075,Shutdown,High,0.77,2021-01-28,COMP0187,116 days
RISK02685,SUPP083,Delay,Low,0.18,2022-04-16,COMP0234,77 days
RISK02686,SUPP065,Shutdown,Low,0.45,2022-04-01,COMP0380,163 days
RISK02687,SUPP006,Shutdown,Medium,0.86,2020-10-10,COMP0483,103 days
RISK02688,SUPP051,Shortage,High,0.49,2020-03-29,COMP0003,81 days
RISK02689,SUPP041,Shortage,High,0.3,2021-10-11,COMP0322,3 days
RISK02690,SUPP024,Shortage,Medium,0.23,2021-07-25,COMP0483,68 days
RISK02691,SUPP012,Delay,Medium,0.54,2021-04-08,COMP0078,166 days
RISK02692,SUPP067,Delay,Low,0.74,2024-02-22,COMP0037,115 days
RISK02693,SUPP095,Shortage,High,0.2,2024-08-04,COMP0139,149 days
RISK02694,SUPP029,Delay,Medium,0.66,2025-08-14,COMP0249,130 days
RISK02695,SUPP061,Delay,Medium,0.41,2024-01-15,COMP0168,69 days
RISK02696,SUPP073,Delay,Medium,0.17,2024-01-01,COMP0345,108 days
RISK02697,SUPP005,Delay,Medium,0.78,2024-05-09,COMP0111,115 days
RISK02698,SUPP042,Shutdown,High,0.3,2023-08-21,COMP0327,71 days
RISK02699,SUPP082,Shortage,Medium,0.6,2022-02-18,COMP0418,165 days
RISK02700,SUPP021,Shortage,Medium,0.79,2022-10-22,COMP0259,64 days
RISK02701,SUPP043,Shortage,High,0.95,2024-12-03,COMP0449,142 days
RISK02702,SUPP048,Shutdown,High,0.24,2023-02-18,COMP0047,54 days
RISK02703,SUPP036,Shortage,Medium,0.83,2021-10-27,COMP0156,122 days
RISK02704,SUPP096,Shutdown,Low,0.75,2022-09-24,COMP0481,38 days
RISK02705,SUPP093,Shortage,Medium,0.03,2020-11-18,COMP0427,54 days
RISK02706,SUPP048,Delay,High,0.28,2021-02-26,COMP0157,155 days
RISK02707,SUPP009,Delay,Medium,0.76,2022-01-28,COMP0315,50 days
RISK02708,SUPP053,Shortage,Medium,0.61,2023-07-23,COMP0299,64 days
RISK02709,SUPP079,Delay,High,0.13,2020-04-01,COMP0345,111 days
RISK02710,SUPP079,Shortage,Medium,0.32,2023-09-21,COMP0165,166 days
RISK02711,SUPP086,Delay,Medium,0.75,2021-10-04,COMP0484,36 days
RISK02712,SUPP019,Shortage,Medium,0.37,2023-11-20,COMP0306,54 days
RISK02713,SUPP091,Delay,Medium,0.22,2020-08-01,COMP0136,127 days
RISK02714,SUPP068,Delay,High,0.36,2023-10-30,COMP0435,63 days
RISK02715,SUPP007,Delay,Medium,0.6,2025-02-20,COMP0206,65 days
RISK02716,SUPP045,Shutdown,Medium,0.1,2020-05-31,COMP0438,151 days
RISK02717,SUPP095,Shutdown,High,0.49,2024-02-25,COMP0331,67 days
RISK02718,SUPP031,Shutdown,Medium,0.48,2023-09-01,COMP0171,83 days
RISK02719,SUPP055,Delay,Low,0.75,2022-11-25,COMP0131,62 days
RISK02720,SUPP040,Delay,High,0.16,2020-06-17,COMP0248,128 days
RISK02721,SUPP096,Shortage,Low,0.22,2022-04-13,COMP0344,165 days
RISK02722,SUPP026,Shortage,Medium,0.17,2023-09-07,COMP0072,143 days
RISK02723,SUPP048,Delay,Low,0.33,2023-03-11,COMP0415,69 days
RISK02724,SUPP042,Shutdown,Low,0.82,2022-08-13,COMP0058,21 days
RISK02725,SUPP079,Shortage,High,0.77,2020-11-01,COMP0012,57 days
RISK02726,SUPP041,Shortage,Medium,0.55,2025-04-04,COMP0354,5 days
RISK02727,SUPP074,Shutdown,Low,0.46,2021-12-28,COMP0165,26 days
RISK02728,SUPP095,Shortage,Low,0.14,2020-06-27,COMP0224,72 days
RISK02729,SUPP015,Delay,Medium,0.5,2024-12-01,COMP0043,16 days
RISK02730,SUPP051,Shortage,Medium,0.37,2020-04-29,COMP0310,162 days
RISK02731,SUPP026,Shortage,Medium,0.22,2025-10-24,COMP0328,170 days
RISK02732,SUPP062,Delay,Medium,0.61,2021-06-23,COMP0457,30 days
RISK02733,SUPP053,Delay,Low,0.07,2024-07-24,COMP0382,89 days
RISK02734,SUPP076,Delay,Medium,0.89,2020-07-25,COMP0195,142 days
RISK02735,SUPP076,Shutdown,High,0.4,2023-09-16,COMP0154,61 days
RISK02736,SUPP099,Shortage,High,0.24,2020-03-27,COMP0190,157 days
RISK02737,SUPP068,Shortage,High,0.11,2021-10-15,COMP0239,155 days
RISK02738,SUPP015,Shutdown,Medium,0.5,2025-02-15,COMP0246,41 days
RISK02739,SUPP077,Shortage,Low,0.31,2023-07-28,COMP0387,6 days
RISK02740,SUPP084,Delay,Medium,0.61,2025-11-18,COMP0165,32 days
RISK02741,SUPP096,Delay,High,0.51,2025-09-24,COMP0327,36 days
RISK02742,SUPP047,Shutdown,Medium,0.23,2024-12-30,COMP0098,56 days
RISK02743,SUPP030,Shutdown,High,0.02,2023-10-10,COMP0224,161 days
RISK02744,SUPP046,Shortage,Low,0.67,2021-07-17,COMP0049,176 days
RISK02745,SUPP027,Shutdown,Medium,0.72,2025-06-08,COMP0462,145 days
RISK02746,SUPP086,Delay,Low,0.73,2023-08-02,COMP0498,75 days
RISK02747,SUPP011,Delay,Medium,0.21,2020-08-14,COMP0231,161 days
RISK02748,SUPP090,Shortage,Medium,0.24,2023-08-17,COMP0197,27 days
RISK02749,SUPP028,Shutdown,High,0.73,2020-10-14,COMP0008,93 days
RISK02750,SUPP040,Delay,Low,0.46,2020-07-26,COMP0439,51 days
RISK02751,SUPP050,Shortage,Low,0.06,2022-11-04,COMP0177,3 days
RISK02752,SUPP084,Delay,Medium,0.41,2021-03-16,COMP0461,152 days
RISK02753,SUPP067,Shortage,Medium,0.19,2020-09-20,COMP0420,80 days
RISK02754,SUPP010,Shortage,Medium,0.12,2025-12-02,COMP0290,112 days
RISK02755,SUPP006,Shortage,Medium,0.3,2024-02-09,COMP0477,84 days
RISK02756,SUPP053,Shortage,Medium,0.26,2021-07-10,COMP0301,78 days
RISK02757,SUPP007,Shortage,Medium,0.41,2022-11-07,COMP0327,105 days
RISK02758,SUPP014,Shutdown,Medium,0.87,2022-12-29,COMP0471,125 days
RISK02759,SUPP058,Delay,Medium,0.77,2020-02-07,COMP0477,150 days
RISK02760,SUPP099,Shortage,Medium,0.84,2023-12-30,COMP0104,55 days
RISK02761,SUPP042,Shutdown,High,0.12,2022-07-28,COMP0248,3 days
RISK02762,SUPP095,Shutdown,Medium,0.44,2021-12-04,COMP0003,119 days
RISK02763,SUPP011,Delay,Medium,0.34,2025-11-25,COMP0284,58 days
RISK02764,SUPP079,Shortage,Low,0.14,2022-06-22,COMP0399,120 days
RISK02765,SUPP060,Shortage,Medium,0.11,2023-06-20,COMP0335,180 days
RISK02766,SUPP007,Delay,Medium,0.62,2024-02-01,COMP0360,92 days
RISK02767,SUPP097,Shutdown,Medium,0.24,2020-08-11,COMP0064,84 days
RISK02768,SUPP015,Shortage,Medium,0.67,2022-04-17,COMP0377,93 days
RISK02769,SUPP071,Shortage,Medium,0.85,2025-01-17,COMP0109,141 days
RISK02770,SUPP023,Delay,High,0.75,2025-04-02,COMP0107,69 days
RISK02771,SUPP092,Shutdown,Medium,0.38,2024-05-10,COMP0398,12 days
RISK02772,SUPP032,Shutdown,Medium,0.09,2020-11-19,COMP0446,7 days
RISK02773,SUPP062,Delay,High,0.9,2025-10-12,COMP0413,27 days
RISK02774,SUPP022,Shutdown,Medium,0.36,2021-01-08,COMP0380,83 days
RISK02775,SUPP036,Delay,High,0.63,2024-11-13,COMP0316,92 days
RISK02776,SUPP023,Shortage,Medium,0.1,2022-10-31,COMP0335,103 days
RISK02777,SUPP018,Delay,Medium,0.95,2020-04-04,COMP0135,170 days
RISK02778,SUPP027,Shortage,Medium,0.82,2025-03-16,COMP0086,95 days
RISK02779,SUPP023,Shortage,Medium,0.11,2022-11-23,COMP0008,98 days
RISK02780,SUPP042,Shortage,Low,0.16,2021-10-18,COMP0002,172 days
RISK02781,SUPP004,Shortage,Medium,0.58,2025-04-09,COMP0139,90 days
RISK02782,SUPP047,Delay,Medium,0.12,2023-09-24,COMP0475,127 days
RISK02783,SUPP043,Delay,Medium,0.21,2024-06-22,COMP0065,102 days
RISK02784,SUPP056,Delay,Low,0.63,2021-03-11,COMP0251,10 days
RISK02785,SUPP003,Delay,High,0.82,2024-12-07,COMP0331,34 days
RISK02786,SUPP035,Delay,Medium,0.28,2023-04-13,COMP0190,100 days
RISK02787,SUPP096,Shutdown,Low,0.02,2021-06-15,COMP0209,170 days
RISK02788,SUPP080,Shortage,Medium,0.3,2024-10-08,COMP0054,150 days
RISK02789,SUPP042,Shortage,Low,0.46,2021-10-24,COMP0035,126 days
RISK02790,SUPP052,Shortage,Low,0.67,2023-12-24,COMP0058,163 days
RISK02791,SUPP082,Shortage,Medium,0.88,2020-01-10,COMP0356,17 days
RISK02792,SUPP073,Shortage,Low,0.86,2020-12-23,COMP0359,145 days
RISK02793,SUPP096,Delay,Low,0.16,2023-01-23,COMP0329,87 days
RISK02794,SUPP033,Shutdown,High,0.88,2020-02-18,COMP0034,71 days
RISK02795,SUPP064,Delay,Medium,0.82,2024-12-13,COMP0163,107 days
RISK02796,SUPP014,Shutdown,Medium,0.19,2020-01-29,COMP0112,171 days
RISK02797,SUPP090,Shutdown,High,0.75,2023-02-20,COMP0379,18 days
RISK02798,SUPP034,Shutdown,Low,0.2,2024-09-10,COMP0187,151 days
RISK02799,SUPP015,Delay,Low,0.91,2021-12-12,COMP0331,141 days
RISK02800,SUPP095,Shortage,High,0.03,2021-04-13,COMP0112,134 days
RISK02801,SUPP001,Delay,Low,0.49,2022-12-18,COMP0076,50 days
RISK02802,SUPP067,Shortage,Low,0.07,2025-02-23,COMP0416,135 days
RISK02803,SUPP074,Shortage,High,0.82,2022-03-16,COMP0436,17 days
RISK02804,SUPP012,Shortage,Low,0.33,2024-10-18,COMP0311,128 days
RISK02805,SUPP092,Shutdown,High,0.5,2021-10-19,COMP0301,107 days
RISK02806,SUPP088,Delay,High,0.5,2024-06-23,COMP0278,84 days
RISK02807,SUPP011,Shortage,Low,0.86,2022-02-02,COMP0121,3 days
RISK02808,SUPP033,Shutdown,High,0.59,2022-09-25,COMP0086,148 days
RISK02809,SUPP027,Shortage,Medium,0.75,2023-12-26,COMP0294,131 days
RISK02810,SUPP014,Shutdown,Medium,0.3,2021-07-10,COMP0189,14 days
RISK02811,SUPP096,Shutdown,High,0.65,2022-10-27,COMP0293,155 days
RISK02812,SUPP095,Shutdown,Medium,0.42,2023-04-08,COMP0456,124 days
RISK02813,SUPP017,Delay,High,0.65,2023-01-22,COMP0177,19 days
RISK02814,SUPP075,Delay,Medium,0.07,2020-09-19,COMP0351,169 days
RISK02815,SUPP005,Shortage,Low,0.32,2024-11-22,COMP0330,100 days
RISK02816,SUPP065,Shutdown,Low,0.78,2024-01-13,COMP0017,137 days
RISK02817,SUPP065,Shortage,Medium,0.3,2025-02-06,COMP0327,153 days
RISK02818,SUPP065,Delay,High,0.57,2025-05-04,COMP0478,129 days
RISK02819,SUPP091,Delay,Medium,0.07,2020-01-09,COMP0291,87 days
RISK02820,SUPP069,Delay,Medium,0.89,2021-03-08,COMP0333,25 days
RISK02821,SUPP017,Shortage,High,0.9,2023-03-19,COMP0427,166 days
RISK02822,SUPP034,Delay,High,0.71,2021-10-27,COMP0295,54 days
RISK02823,SUPP010,Shutdown,High,0.06,2024-02-20,COMP0283,74 days
RISK02824,SUPP079,Shortage,Medium,0.42,2024-07-23,COMP0046,112 days
RISK02825,SUPP082,Delay,Medium,0.5,2021-01-26,COMP0386,32 days
RISK02826,SUPP019,Shortage,Medium,0.58,2023-05-30,COMP0439,27 days
RISK02827,SUPP078,Delay,High,0.02,2023-12-08,COMP0108,67 days
RISK02828,SUPP052,Shortage,Low,0.41,2021-06-05,COMP0280,173 days
RISK02829,SUPP039,Shutdown,Medium,0.66,2021-03-09,COMP0227,106 days
RISK02830,SUPP010,Shortage,Medium,0.79,2021-08-11,COMP0024,84 days
RISK02831,SUPP067,Shortage,Low,0.84,2021-03-10,COMP0371,62 days
RISK02832,SUPP008,Shutdown,High,0.95,2022-05-26,COMP0409,123 days
RISK02833,SUPP097,Shortage,Low,0.36,2022-09-24,COMP0498,9 days
RISK02834,SUPP088,Shortage,High,0.4,2023-08-11,COMP0030,159 days
RISK02835,SUPP046,Shortage,High,0.29,2021-09-13,COMP0368,34 days
RISK02836,SUPP089,Shutdown,Low,0.77,2020-10-24,COMP0391,147 days
RISK02837,SUPP012,Shortage,Medium,0.4,2021-12-09,COMP0340,110 days
RISK02838,SUPP052,Shortage,High,0.71,2023-08-21,COMP0006,100 days
RISK02839,SUPP025,Delay,Medium,0.66,2020-05-14,COMP0357,31 days
RISK02840,SUPP012,Shortage,Medium,0.67,2023-12-29,COMP0209,81 days
RISK02841,SUPP025,Delay,Low,0.11,2023-02-24,COMP0080,17 days
RISK02842,SUPP086,Delay,Medium,0.76,2023-03-07,COMP0483,120 days
RISK02843,SUPP085,Delay,Medium,0.64,2020-11-29,COMP0352,43 days
RISK02844,SUPP070,Delay,Low,0.54,2023-07-29,COMP0451,154 days
RISK02845,SUPP046,Shortage,Medium,0.69,2023-05-06,COMP0002,159 days
RISK02846,SUPP076,Shutdown,Medium,0.56,2024-04-26,COMP0143,91 days
RISK02847,SUPP060,Delay,Medium,0.21,2020-05-18,COMP0104,29 days
RISK02848,SUPP007,Shortage,Low,0.74,2024-09-06,COMP0314,98 days
RISK02849,SUPP064,Delay,Medium,0.06,2024-05-03,COMP0394,111 days
RISK02850,SUPP052,Shortage,High,0.95,2022-07-24,COMP0337,41 days
RISK02851,SUPP013,Shutdown,Medium,0.02,2023-06-25,COMP0491,129 days
RISK02852,SUPP045,Delay,Low,0.04,2025-12-16,COMP0248,110 days
RISK02853,SUPP016,Delay,Medium,0.4,2022-01-04,COMP0341,63 days
RISK02854,SUPP090,Shutdown,Medium,0.58,2020-11-17,COMP0306,169 days
RISK02855,SUPP058,Shutdown,Medium,0.18,2020-08-23,COMP0256,139 days
RISK02856,SUPP028,Shortage,Low,0.24,2021-07-12,COMP0245,109 days
RISK02857,SUPP096,Delay,High,0.06,2022-09-08,COMP0089,84 days
RISK02858,SUPP033,Shutdown,Medium,0.68,2024-05-25,COMP0068,175 days
RISK02859,SUPP083,Delay,Low,0.38,2025-01-25,COMP0465,64 days
RISK02860,SUPP071,Shortage,Medium,0.93,2022-04-26,COMP0185,81 days
RISK02861,SUPP007,Delay,Medium,0.67,2023-11-22,COMP0345,86 days
RISK02862,SUPP085,Shortage,High,0.48,2024-10-09,COMP0151,50 days
RISK02863,SUPP078,Shortage,Medium,0.68,2023-03-10,COMP0107,88 days
RISK02864,SUPP010,Shutdown,High,0.52,2025-12-27,COMP0005,42 days
RISK02865,SUPP056,Delay,Medium,0.78,2021-12-12,COMP0127,42 days
RISK02866,SUPP082,Shortage,Medium,0.39,2025-06-13,COMP0111,26 days
RISK02867,SUPP091,Shortage,High,0.79,2025-02-18,COMP0399,10 days
RISK02868,SUPP081,Delay,Medium,0.44,2025-09-30,COMP0391,77 days
RISK02869,SUPP100,Shortage,Low,0.93,2023-09-16,COMP0300,18 days
RISK02870,SUPP090,Delay,High,0.88,2022-03-30,COMP0308,56 days
RISK02871,SUPP066,Shortage,Low,0.47,2025-06-12,COMP0183,96 days
RISK02872,SUPP040,Delay,Medium,0.42,2020-09-21,COMP0263,7 days
RISK02873,SUPP042,Shutdown,Medium,0.08,2023-04-05,COMP0203,170 days
RISK02874,SUPP041,Delay,Medium,0.48,2022-04-17,COMP0294,140 days
RISK02875,SUPP011,Shutdown,High,0.67,2025-07-09,COMP0175,5 days
RISK02876,SUPP058,Shutdown,Low,0.25,2023-08-30,COMP0007,44 days
RISK02877,SUPP054,Shortage,Medium,0.27,2025-03-24,COMP0258,154 days
RISK02878,SUPP081,Shortage,Low,0.28,2024-08-01,COMP0383,169 days
RISK02879,SUPP080,Delay,Medium,0.47,2020-05-21,COMP0062,137 days
RISK02880,SUPP059,Shutdown,Medium,0.62,2022-04-29,COMP0205,141 days
RISK02881,SUPP004,Delay,Medium,0.66,2024-07-19,COMP0290,146 days
RISK02882,SUPP069,Shutdown,Medium,0.3,2023-10-17,COMP0122,119 days
RISK02883,SUPP061,Shortage,Medium,0.07,2021-03-11,COMP0198,50 days
RISK02884,SUPP054,Shortage,High,0.58,2020-07-09,COMP0480,73 days
RISK02885,SUPP085,Shortage,Low,0.37,2021-05-13,COMP0291,70 days
RISK02886,SUPP064,Shortage,High,0.66,2021-09-03,COMP0404,53 days
RISK02887,SUPP053,Shortage,High,0.28,2023-01-12,COMP0079,19 days
RISK02888,SUPP028,Delay,High,0.55,2021-01-01,COMP0384,36 days
RISK02889,SUPP003,Shutdown,Low,0.68,2020-08-15,COMP0100,95 days
RISK02890,SUPP005,Delay,Low,0.01,2022-03-16,COMP0101,7 days
RISK02891,SUPP052,Shutdown,High,0.63,2020-10-26,COMP0192,175 days
RISK02892,SUPP033,Shutdown,Low,0.09,2021-04-21,COMP0109,162 days
RISK02893,SUPP074,Delay,Low,0.44,2022-10-30,COMP0081,133 days
RISK02894,SUPP053,Shutdown,Medium,0.46,2024-08-16,COMP0011,54 days
RISK02895,SUPP046,Delay,Medium,0.53,2025-05-03,COMP0028,92 days
RISK02896,SUPP071,Delay,Low,0.61,2021-01-04,COMP0387,68 days
RISK02897,SUPP093,Shortage,High,0.63,2023-05-12,COMP0028,127 days
RISK02898,SUPP100,Delay,Medium,0.29,2025-08-24,COMP0482,166 days
RISK02899,SUPP058,Delay,High,0.29,2020-02-11,COMP0260,73 days
RISK02900,SUPP002,Shortage,Medium,0.31,2020-06-06,COMP0230,22 days
RISK02901,SUPP019,Shortage,Medium,0.26,2025-12-23,COMP0437,48 days
RISK02902,SUPP054,Shortage,Low,0.56,2023-01-07,COMP0258,1 days
RISK02903,SUPP022,Shutdown,Medium,0.5,2024-09-06,COMP0210,158 days
RISK02904,SUPP030,Delay,High,0.64,2024-09-09,COMP0127,109 days
RISK02905,SUPP030,Delay,Medium,0.09,2025-03-15,COMP0134,44 days
RISK02906,SUPP001,Shortage,Medium,0.37,2021-05-23,COMP0392,12 days
RISK02907,SUPP042,Delay,Medium,0.16,2022-04-24,COMP0181,10 days
RISK02908,SUPP075,Delay,Medium,0.17,2025-09-30,COMP0272,31 days
RISK02909,SUPP097,Delay,High,0.8,2021-12-30,COMP0005,178 days
RISK02910,SUPP066,Shutdown,Medium,0.55,2020-11-30,COMP0359,45 days
RISK02911,SUPP001,Shortage,Medium,0.24,2021-12-16,COMP0380,35 days
RISK02912,SUPP045,Delay,Medium,0.72,2021-09-07,COMP0083,143 days
RISK02913,SUPP088,Delay,Medium,0.6,2020-07-09,COMP0475,123 days
RISK02914,SUPP060,Shortage,Medium,0.46,2023-01-06,COMP0071,36 days
RISK02915,SUPP074,Shutdown,Medium,0.7,2025-09-13,COMP0037,120 days
RISK02916,SUPP100,Shutdown,High,0.43,2025-04-21,COMP0066,149 days
RISK02917,SUPP021,Shortage,Low,0.29,2024-02-20,COMP0238,35 days
RISK02918,SUPP015,Shortage,Low,0.11,2022-07-20,COMP0432,168 days
RISK02919,SUPP001,Shortage,High,0.44,2025-09-17,COMP0111,102 days
RISK02920,SUPP053,Delay,Medium,0.8,2024-01-15,COMP0309,131 days
RISK02921,SUPP081,Delay,Low,0.23,2021-12-26,COMP0491,23 days
RISK02922,SUPP035,Delay,High,0.43,2020-11-14,COMP0255,170 days
RISK02923,SUPP030,Shutdown,High,0.58,2024-06-08,COMP0410,83 days
RISK02924,SUPP068,Delay,High,0.45,2021-04-23,COMP0213,125 days
RISK02925,SUPP045,Delay,Medium,0.55,2021-08-12,COMP0403,45 days
RISK02926,SUPP099,Shortage,Medium,0.63,2022-05-14,COMP0498,23 days
RISK02927,SUPP098,Shutdown,Low,0.24,2021-09-11,COMP0017,20 days
RISK02928,SUPP073,Shortage,Low,0.48,2024-01-10,COMP0280,128 days
RISK02929,SUPP099,Delay,Low,0.33,2023-02-26,COMP0117,21 days
RISK02930,SUPP072,Shutdown,High,0.21,2023-12-12,COMP0456,25 days
RISK02931,SUPP034,Delay,Medium,0.95,2021-01-28,COMP0215,138 days
RISK02932,SUPP042,Delay,Medium,0.02,2025-06-18,COMP0093,77 days
RISK02933,SUPP022,Delay,Medium,0.64,2022-08-20,COMP0241,147 days
RISK02934,SUPP047,Shortage,Medium,0.16,2025-05-17,COMP0059,37 days
RISK02935,SUPP064,Shortage,Low,0.66,2021-05-22,COMP0157,174 days
RISK02936,SUPP076,Delay,Medium,0.72,2022-08-10,COMP0261,53 days
RISK02937,SUPP057,Shutdown,Medium,0.48,2023-10-06,COMP0088,1 days
RISK02938,SUPP037,Shortage,Low,0.47,2021-04-09,COMP0379,157 days
RISK02939,SUPP052,Delay,Low,0.87,2024-05-28,COMP0337,95 days
RISK02940,SUPP068,Shortage,Medium,0.42,2021-12-05,COMP0133,38 days
RISK02941,SUPP019,Shortage,Low,0.02,2022-01-18,COMP0003,51 days
RISK02942,SUPP041,Shortage,Medium,0.78,2025-03-18,COMP0438,17 days
RISK02943,SUPP100,Shutdown,High,0.36,2020-10-28,COMP0402,37 days
RISK02944,SUPP073,Delay,Low,0.71,2022-01-27,COMP0372,15 days
RISK02945,SUPP004,Shutdown,Medium,0.94,2021-11-29,COMP0260,112 days
RISK02946,SUPP015,Shortage,Medium,0.06,2022-03-07,COMP0167,149 days
RISK02947,SUPP058,Shortage,Low,0.57,2023-07-11,COMP0423,106 days
RISK02948,SUPP051,Shortage,Medium,0.6,2020-07-14,COMP0392,125 days
RISK02949,SUPP032,Delay,Medium,0.64,2020-06-11,COMP0381,137 days
RISK02950,SUPP075,Shortage,Medium,0.84,2022-08-11,COMP0287,81 days
RISK02951,SUPP064,Shutdown,High,0.25,2022-08-14,COMP0188,37 days
RISK02952,SUPP031,Shutdown,Medium,0.58,2021-08-01,COMP0200,14 days
RISK02953,SUPP012,Shortage,Medium,0.2,2024-01-04,COMP0173,149 days
RISK02954,SUPP001,Shortage,Medium,0.67,2020-02-03,COMP0362,141 days
RISK02955,SUPP017,Delay,Medium,0.72,2025-09-08,COMP0332,80 days
RISK02956,SUPP005,Shortage,Low,0.63,2024-06-30,COMP0140,130 days
RISK02957,SUPP051,Shutdown,Low,0.72,2020-12-11,COMP0435,135 days
RISK02958,SUPP011,Shortage,High,0.4,2025-05-10,COMP0034,44 days
RISK02959,SUPP083,Delay,High,0.47,2024-02-11,COMP0258,15 days
RISK02960,SUPP030,Shortage,Low,0.59,2021-08-18,COMP0365,172 days
RISK02961,SUPP018,Shutdown,High,0.38,2023-09-12,COMP0301,35 days
RISK02962,SUPP018,Delay,Medium,0.2,2021-06-28,COMP0493,179 days
RISK02963,SUPP034,Shutdown,High,0.21,2021-12-08,COMP0232,169 days
RISK02964,SUPP066,Shortage,Medium,0.17,2022-11-10,COMP0479,28 days
RISK02965,SUPP073,Delay,High,0.5,2021-08-16,COMP0368,106 days
RISK02966,SUPP036,Delay,Low,0.27,2022-09-21,COMP0025,151 days
RISK02967,SUPP048,Delay,Medium,0.31,2023-07-12,COMP0051,23 days
RISK02968,SUPP057,Shortage,High,0.46,2022-07-14,COMP0476,123 days
RISK02969,SUPP060,Shortage,Medium,0.85,2023-01-03,COMP0020,120 days
RISK02970,SUPP046,Shortage,High,0.45,2020-04-28,COMP0266,8 days
RISK02971,SUPP063,Delay,Medium,0.24,2021-09-19,COMP0360,36 days
RISK02972,SUPP099,Delay,Medium,0.8,2024-04-17,COMP0253,86 days
RISK02973,SUPP091,Delay,High,0.68,2025-11-03,COMP0424,10 days
RISK02974,SUPP047,Shutdown,Medium,0.32,2021-04-15,COMP0423,18 days
RISK02975,SUPP093,Shortage,Medium,0.04,2024-11-02,COMP0368,1 days
RISK02976,SUPP082,Shortage,Medium,0.8,2020-01-04,COMP0261,123 days
RISK02977,SUPP055,Delay,High,0.46,2020-06-27,COMP0338,1 days
RISK02978,SUPP051,Shortage,High,0.2,2025-10-19,COMP0200,145 days
RISK02979,SUPP085,Shortage,High,0.91,2025-05-11,COMP0229,106 days
RISK02980,SUPP096,Delay,Medium,0.46,2025-07-18,COMP0247,91 days
RISK02981,SUPP087,Shortage,Medium,0.13,2020-02-12,COMP0101,116 days
RISK02982,SUPP007,Shortage,High,0.2,2022-04-05,COMP0195,140 days
RISK02983,SUPP039,Shortage,High,0.17,2023-11-16,COMP0472,129 days
RISK02984,SUPP004,Delay,Medium,0.78,2023-08-04,COMP0341,44 days
RISK02985,SUPP074,Shortage,Medium,0.37,2023-07-01,COMP0410,19 days
RISK02986,SUPP030,Delay,Medium,0.5,2021-03-11,COMP0379,92 days
RISK02987,SUPP020,Shortage,Low,0.3,2020-09-01,COMP0253,101 days
RISK02988,SUPP022,Shortage,Low,0.14,2020-08-14,COMP0124,55 days
RISK02989,SUPP001,Shutdown,Medium,0.07,2024-01-27,COMP0462,93 days
RISK02990,SUPP075,Shutdown,High,0.67,2021-11-17,COMP0218,132 days
RISK02991,SUPP012,Shortage,Medium,0.15,2024-08-10,COMP0044,91 days
