Component ID,Component Name,Function Type,Voltage Rating (V),Current Rating (A),Power Rating (W),Resistance / Capacitance / Inductance,Frequency Range,Signal Type,Tolerance (%),Accuracy (%),Efficiency (%),Operating Speed,Operating Temperature Range,Storage Temperature,Thermal Resistance (°C/W),Package Type,Dimensions (L x W x H mm),Weight (g),Mounting Type,Material Type,Conductivity (S/m),Durability,RoHS Compliance,ISO Certification,Industry Standards
COMP0363,LED-3506,Visual Indication / Illumination,302.9,31.015,280.991,N/A,10 Hz – 1000 MHz,Analog,2.0,94.64,90.4,100 MHz,-55°C to 85°C,-55°C to 85°C,84.8,BGA-324,10.86 x 6.51 x 12.13 mm,21.3071,SMT,FR4 Laminate,6003993 S/m,High,Yes,ISO 14001:2015,IEC 61000-4
COMP0200,IC-3088,Signal Processing / Logic,289.9,3.75,373.269,N/A,100 Hz – 1000 MHz,RF,0.1,98.16,76.7,400 MHz,-40°C to 125°C,-65°C to 85°C,107.5,QFP-64,10.21 x 14.49 x 10.83 mm,62.0835,SMT,Electrolytic Aluminum,3800797 S/m,Medium,No,ISO 45001:2018,AEC-Q100
COMP0189,Capacitor-7939,Energy Storage / Filtering,444.4,35.123,239.953,342.2 µF,1 Hz – 1000 MHz,RF,0.5,95.02,75.3,32 MHz,-25°C to 70°C,-55°C to 125°C,48.1,SMD 0603,39.6 x 8.19 x 17.52 mm,23.5128,Press-fit,SiC,4631475 S/m,Low,Yes,ISO 45001:2018,IEC 61000-4
COMP0216,Connector-4644,Signal / Power Interconnect,325.7,22.169,451.307,N/A,10 Hz – 1000 MHz,Mixed-Signal,1.0,98.77,80.5,16 MHz,0°C to 150°C,-55°C to 85°C,102.6,DIP-28,39.55 x 5.45 x 13.76 mm,98.7325,THT,Film,1117642 S/m,High,Yes,ISO 14001:2015,IPC-7711
COMP0046,Resistor-6168,Current Limiting / Voltage Division,353.2,39.881,452.397,220 Ω,1 Hz – 1000 MHz,Power,0.1,97.18,93.2,32 MHz,-40°C to 85°C,-55°C to 125°C,8.5,SMD 0603,27.81 x 20.03 x 7.44 mm,54.5006,SMT,SiC,6720161 S/m,Medium,Yes,ISO 9001:2015,IPC-2221
COMP0397,Transistor-4777,Switching / Amplification,281.0,35.499,327.64,N/A,1 Hz – 10 MHz,Digital,2.0,97.24,77.9,8 MHz,-55°C to 175°C,-55°C to 85°C,120.4,QFN-32,2.64 x 11.56 x 16.03 mm,62.3023,THT,Film,4105687 S/m,High,No,IATF 16949,IEC 61000-4
COMP0491,Resistor-4335,Current Limiting / Voltage Division,584.6,0.95,234.319,1000 Ω,1 Hz – 10 MHz,Mixed-Signal,5.0,99.62,96.7,16 MHz,-40°C to 105°C,-55°C to 85°C,47.0,BGA-324,28.67 x 1.62 x 16.46 mm,9.368,SMT,Film,9662105 S/m,Medium,Yes,IATF 16949,IEC 61000-4
COMP0099,IC-7118,Signal Processing / Logic,138.6,22.764,254.03,N/A,10 Hz – 10 MHz,Power,2.0,96.39,86.3,1 MHz,-40°C to 175°C,-65°C to 105°C,30.6,LGA-16,40.03 x 16.5 x 12.91 mm,1.895,SMT,Silicon,8528133 S/m,High,No,None,IPC-7711
COMP0115,Diode-8749,Rectification / ESD Protection,308.8,12.992,389.867,N/A,10 Hz – 1000 MHz,Power,0.5,92.64,88.7,1000 MHz,-55°C to 150°C,-55°C to 150°C,124.0,BGA-256,47.26 x 3.42 x 13.68 mm,87.7349,SMT,Metal Oxide,1797485 S/m,High,Yes,ISO 45001:2018,IPC-7711
COMP0187,Sensor-9004,Signal Acquisition / Measurement,78.4,5.196,212.409,N/A,100 Hz – 1000 MHz,RF,10.0,93.32,77.5,120 MHz,-40°C to 125°C,-40°C to 150°C,82.2,BGA-144,3.26 x 7.93 x 3.13 mm,1.5413,SMT,SiC,5615860 S/m,High,Yes,None,IPC-A-610
COMP0100,Connector-9479,Signal / Power Interconnect,130.2,23.122,232.581,N/A,1 Hz – 10 MHz,Mixed-Signal,10.0,99.83,97.2,8 MHz,0°C to 105°C,-55°C to 125°C,59.5,TO-220,47.94 x 6.81 x 12.31 mm,64.2305,SMT,Ceramic,8547697 S/m,High,Yes,ISO 14001:2015,IEC 61000-4
COMP0008,Capacitor-4582,Energy Storage / Filtering,107.4,18.58,237.275,3250.6 µF,10 Hz – 100 MHz,Digital,2.0,94.93,83.8,8 MHz,-40°C to 105°C,-40°C to 105°C,5.3,LGA-16,25.99 x 9.78 x 6.87 mm,35.2466,SMT,Silicon,2942130 S/m,Medium,Yes,IATF 16949,AEC-Q200
COMP0142,Transistor-7930,Switching / Amplification,474.9,26.882,339.677,N/A,1 Hz – 10 MHz,RF,5.0,92.17,72.6,200 MHz,-55°C to 70°C,-40°C to 105°C,66.4,QFP-64,33.46 x 26.07 x 15.94 mm,23.8402,SMT,Film,4755953 S/m,Low,Yes,None,IPC-A-610
COMP0474,Microcontroller-7690,Processing / Control,126.4,34.24,250.166,N/A,10 Hz – 100 MHz,Digital,10.0,97.9,71.3,400 MHz,-55°C to 70°C,-65°C to 85°C,43.7,LGA-16,38.73 x 15.44 x 13.79 mm,94.5685,SMT,Metal Film,3865507 S/m,Low,No,ISO 9001:2015,IPC-7711
COMP0153,Inductor-2122,Energy Storage / EMI Filtering,543.7,45.865,245.031,478.7 µH,100 Hz – 100 MHz,RF,0.5,90.76,96.6,16 MHz,0°C to 70°C,-65°C to 105°C,85.1,TO-247,33.36 x 23.9 x 19.33 mm,64.6637,THT,Metal Film,3767696 S/m,High,Yes,IATF 16949,IPC-7711
COMP0411,Inductor-5494,Energy Storage / EMI Filtering,272.5,44.459,467.195,741.8 µH,1000 Hz – 100 MHz,Power,0.1,95.6,94.7,200 MHz,-55°C to 125°C,-65°C to 150°C,149.9,LGA-16,18.72 x 2.69 x 10.36 mm,6.4419,Press-fit,Film,6916638 S/m,High,Yes,None,MIL-STD-810
COMP0318,Crystal-7624,Frequency Reference / Timing,54.3,36.684,387.861,N/A,1000 Hz – 1 MHz,Analog,2.0,91.93,91.9,72 MHz,-25°C to 105°C,-65°C to 105°C,87.5,SMD 0603,24.86 x 8.35 x 8.57 mm,16.7237,Press-fit,Film,6090726 S/m,Medium,Yes,ISO 45001:2018,AEC-Q200
COMP0260,LED-3780,Visual Indication / Illumination,543.3,33.918,243.176,N/A,1000 Hz – 1 MHz,RF,0.5,92.58,97.7,32 MHz,-40°C to 125°C,-40°C to 105°C,20.0,SMD 0402,40.92 x 18.52 x 13.29 mm,79.2479,SMT,SiC,6563952 S/m,High,No,ISO 45001:2018,AEC-Q100
COMP0300,LED-3503,Visual Indication / Illumination,64.8,22.02,377.612,N/A,10 Hz – 1 MHz,Digital,1.0,97.45,98.7,72 MHz,0°C to 85°C,-55°C to 150°C,127.2,DIP-28,23.25 x 1.06 x 16.64 mm,78.9503,SMT,Metal Film,3825707 S/m,Medium,Yes,ISO 45001:2018,IPC-7711
COMP0145,Transistor-4566,Switching / Amplification,545.7,13.909,367.775,N/A,1 Hz – 1000 MHz,Digital,1.0,90.87,77.7,48 MHz,0°C to 150°C,-55°C to 125°C,62.0,QFN-48,38.11 x 12.05 x 16.06 mm,66.7154,SMT,Electrolytic Aluminum,4530134 S/m,Medium,Yes,ISO 9001:2015,JEDEC JESD22
COMP0327,Transistor-7211,Switching / Amplification,136.3,23.116,354.39,N/A,1 Hz – 100 MHz,Analog,1.0,97.79,80.5,1 MHz,0°C to 175°C,-55°C to 105°C,141.4,SOT-23,8.95 x 27.51 x 13.5 mm,30.6047,THT,Silicon,2090505 S/m,High,Yes,None,MIL-STD-810
COMP0017,Microcontroller-5552,Processing / Control,42.7,46.438,328.2,N/A,100 Hz – 1000 MHz,RF,0.5,97.97,90.3,120 MHz,0°C to 125°C,-40°C to 105°C,83.4,DIP-16,40.72 x 19.89 x 15.72 mm,11.9218,SMT,Electrolytic Aluminum,4934358 S/m,High,Yes,IATF 16949,IEC 61000-4
COMP0315,Transistor-8140,Switching / Amplification,118.1,8.084,360.519,N/A,100 Hz – 100 MHz,Digital,5.0,91.34,85.7,1000 MHz,0°C to 150°C,-65°C to 85°C,137.2,SOT-363,27.49 x 15.01 x 13.85 mm,55.3773,SMT,Silicon,715844 S/m,Medium,Yes,ISO 14001:2015,IPC-A-610
COMP0076,Sensor-2743,Signal Acquisition / Measurement,110.4,31.388,332.609,N/A,100 Hz – 1000 MHz,Mixed-Signal,0.1,97.94,85.4,72 MHz,-55°C to 125°C,-55°C to 105°C,117.7,DIP-8,8.1 x 10.02 x 3.99 mm,67.9602,SMT,Ceramic,4881628 S/m,High,Yes,ISO 45001:2018,MIL-STD-810
COMP0465,Diode-1339,Rectification / ESD Protection,318.0,10.415,205.233,N/A,100 Hz – 1000 MHz,Power,0.5,90.67,78.2,1000 MHz,-40°C to 175°C,-40°C to 105°C,3.2,SOT-223,3.86 x 28.72 x 9.37 mm,53.981,SMT,Silicon,1350974 S/m,High,Yes,IATF 16949,UL 94V-0
COMP0205,Crystal-2684,Frequency Reference / Timing,339.8,7.432,248.148,N/A,1 Hz – 1 MHz,Digital,10.0,97.4,87.7,1 MHz,-40°C to 125°C,-40°C to 125°C,43.0,SMD 0603,15.56 x 15.02 x 17.75 mm,77.0653,SMT,SiC,9948505 S/m,High,Yes,None,AEC-Q200
COMP0497,LED-3594,Visual Indication / Illumination,149.8,11.809,392.97,N/A,100 Hz – 10 MHz,RF,1.0,90.56,84.6,120 MHz,-55°C to 125°C,-55°C to 105°C,138.3,QFP-32,18.58 x 24.55 x 7.56 mm,76.0637,SMT,Film,7080314 S/m,Medium,No,ISO 14001:2015,IEC 61000-4
COMP0010,MOSFET-1434,Switching / Power Control,254.0,41.27,265.717,N/A,1 Hz – 1000 MHz,RF,0.5,91.64,87.2,100 MHz,-40°C to 175°C,-55°C to 150°C,105.3,SMD 0805,33.36 x 22.94 x 8.09 mm,77.9198,THT,FR4 Laminate,6668114 S/m,Low,Yes,ISO 45001:2018,MIL-STD-810
COMP0409,Transistor-1231,Switching / Amplification,262.2,38.795,498.276,N/A,1 Hz – 1000 MHz,Analog,0.5,91.29,90.9,1000 MHz,0°C to 105°C,-40°C to 105°C,140.7,DIP-28,11.87 x 14.69 x 13.59 mm,83.4727,SMT,GaN,7609204 S/m,Low,Yes,ISO 45001:2018,AEC-Q100
COMP0025,IC-2291,Signal Processing / Logic,228.5,15.382,262.182,N/A,1 Hz – 1 MHz,Power,2.0,96.87,77.1,200 MHz,-25°C to 150°C,-55°C to 85°C,24.1,BGA-256,30.83 x 12.61 x 1.02 mm,8.9073,Press-fit,Carbon Composition,3335223 S/m,Medium,Yes,None,IPC-7711
COMP0223,Transistor-6753,Switching / Amplification,415.8,2.932,303.096,N/A,1000 Hz – 10 MHz,Mixed-Signal,5.0,99.31,76.2,48 MHz,-25°C to 125°C,-55°C to 150°C,32.7,SMD 1210,14.44 x 28.83 x 1.05 mm,32.1115,Press-fit,Metal Film,346913 S/m,Low,Yes,IATF 16949,AEC-Q200
COMP0327,Transistor-7211,Switching / Amplification,559.6,42.017,353.446,N/A,100 Hz – 10 MHz,Mixed-Signal,5.0,91.98,91.7,48 MHz,-40°C to 70°C,-65°C to 150°C,16.3,TO-220,39.51 x 16.91 x 14.88 mm,69.245,Press-fit,Metal Oxide,7259071 S/m,Low,Yes,ISO 14001:2015,IPC-2221
COMP0395,Microcontroller-8434,Processing / Control,535.7,49.47,478.81,N/A,1 Hz – 10 MHz,Power,0.5,95.12,95.1,1 MHz,-25°C to 85°C,-40°C to 105°C,26.7,DIP-8,31.45 x 23.16 x 14.1 mm,14.092,THT,Ceramic,5759429 S/m,Low,Yes,IATF 16949,AEC-Q200
COMP0096,Diode-9835,Rectification / ESD Protection,417.1,24.089,385.197,N/A,1000 Hz – 10 MHz,Power,5.0,92.82,83.9,1000 MHz,-55°C to 175°C,-55°C to 150°C,83.5,BGA-256,12.93 x 26.6 x 9.74 mm,99.5643,THT,SiC,7077932 S/m,High,Yes,ISO 14001:2015,AEC-Q200
COMP0312,Sensor-9947,Signal Acquisition / Measurement,51.4,43.443,369.808,N/A,10 Hz – 10 MHz,Analog,0.1,94.59,84.6,100 MHz,0°C to 175°C,-40°C to 125°C,57.3,SMD 0805,46.85 x 21.42 x 10.82 mm,16.2899,THT,FR4 Laminate,2092863 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0468,Inductor-8708,Energy Storage / EMI Filtering,442.1,41.476,225.116,565.3 µH,1000 Hz – 10 MHz,Analog,10.0,98.4,84.5,120 MHz,-55°C to 125°C,-55°C to 125°C,64.7,TO-92,28.84 x 1.38 x 13.53 mm,31.4327,SMT,GaN,6628445 S/m,High,Yes,ISO 45001:2018,AEC-Q100
COMP0106,Resistor-2163,Current Limiting / Voltage Division,578.1,13.336,217.795,100 Ω,1 Hz – 1000 MHz,Mixed-Signal,5.0,95.24,72.6,1 MHz,0°C to 70°C,-55°C to 150°C,116.0,SMD 0402,36.59 x 24.82 x 7.16 mm,35.6293,SMT,SiC,2454460 S/m,Low,No,ISO 45001:2018,IPC-2221
COMP0128,Inductor-7912,Energy Storage / EMI Filtering,42.9,31.405,428.372,784.4 µH,100 Hz – 1000 MHz,Analog,5.0,91.03,89.8,72 MHz,-55°C to 150°C,-65°C to 105°C,146.2,DIP-16,27.32 x 7.41 x 7.32 mm,16.7815,SMT,Film,6945242 S/m,Medium,Yes,IATF 16949,AEC-Q200
COMP0278,LED-9486,Visual Indication / Illumination,467.7,28.29,263.988,N/A,1 Hz – 1000 MHz,Digital,0.1,95.92,72.2,400 MHz,-55°C to 85°C,-55°C to 150°C,81.7,LGA-16,1.05 x 20.49 x 8.34 mm,95.4323,SMT,GaN,2743761 S/m,High,Yes,ISO 14001:2015,IPC-7711
COMP0252,MOSFET-5930,Switching / Power Control,238.5,33.914,301.486,N/A,1 Hz – 10 MHz,Digital,0.1,96.64,77.9,48 MHz,0°C to 105°C,-55°C to 125°C,93.2,LGA-16,11.13 x 12.71 x 3.95 mm,84.9698,THT,Metal Film,6609230 S/m,Medium,No,ISO 45001:2018,UL 94V-0
COMP0001,Crystal-2824,Frequency Reference / Timing,351.2,15.195,380.103,N/A,100 Hz – 100 MHz,Mixed-Signal,2.0,97.98,92.3,400 MHz,-25°C to 125°C,-40°C to 105°C,82.6,QFP-64,3.48 x 23.15 x 7.2 mm,26.1049,SMT,Metal Film,4173494 S/m,Medium,Yes,IATF 16949,IPC-2221
COMP0440,IC-8381,Signal Processing / Logic,431.7,41.773,304.802,N/A,100 Hz – 1000 MHz,RF,2.0,96.05,74.0,48 MHz,-55°C to 150°C,-65°C to 125°C,86.4,BGA-324,14.89 x 9.37 x 18.54 mm,83.8566,SMT,SiC,3726659 S/m,Medium,Yes,None,IPC-2221
COMP0459,Sensor-9090,Signal Acquisition / Measurement,499.8,41.432,228.133,N/A,10 Hz – 10 MHz,Analog,0.5,96.69,71.1,200 MHz,-55°C to 175°C,-55°C to 105°C,73.4,DIP-8,27.4 x 29.22 x 15.62 mm,16.8948,SMT,Metal Film,6514633 S/m,High,Yes,IATF 16949,IPC-2221
COMP0471,MOSFET-8141,Switching / Power Control,79.9,43.524,352.831,N/A,1 Hz – 10 MHz,RF,10.0,91.55,86.3,400 MHz,-40°C to 105°C,-65°C to 150°C,74.1,SOIC-16,48.31 x 20.29 x 11.13 mm,39.0329,THT,SiC,3089328 S/m,Medium,Yes,ISO 45001:2018,AEC-Q100
COMP0462,IC-6280,Signal Processing / Logic,373.7,36.695,328.199,N/A,1 Hz – 1000 MHz,Analog,5.0,96.23,81.8,48 MHz,0°C to 85°C,-55°C to 105°C,19.5,DIP-16,4.5 x 6.81 x 2.59 mm,70.0315,SMT,GaN,283581 S/m,Medium,Yes,ISO 14001:2015,IPC-A-610
COMP0232,IC-9379,Signal Processing / Logic,564.3,37.033,497.142,N/A,1 Hz – 100 MHz,Power,0.1,98.26,85.9,16 MHz,0°C to 70°C,-55°C to 85°C,79.9,BGA-256,36.77 x 28.2 x 17.06 mm,35.7732,THT,SiC,3451912 S/m,Medium,Yes,IATF 16949,AEC-Q100
COMP0355,Microcontroller-9728,Processing / Control,147.1,8.221,448.245,N/A,1 Hz – 1 MHz,RF,5.0,92.09,76.4,48 MHz,0°C to 70°C,-55°C to 85°C,78.7,SOIC-16,12.26 x 24.64 x 13.3 mm,16.7152,SMT,Electrolytic Aluminum,8074492 S/m,High,Yes,ISO 45001:2018,IPC-7711
COMP0081,Inductor-9837,Energy Storage / EMI Filtering,49.0,49.544,255.155,785.6 µH,100 Hz – 100 MHz,Mixed-Signal,0.1,94.75,97.0,200 MHz,-25°C to 175°C,-40°C to 85°C,20.6,LGA-64,31.23 x 11.08 x 1.73 mm,90.9533,SMT,Electrolytic Aluminum,9938956 S/m,High,Yes,ISO 14001:2015,UL 94V-0
COMP0377,Diode-6813,Rectification / ESD Protection,515.3,36.63,315.225,N/A,1000 Hz – 1000 MHz,Digital,10.0,98.88,84.7,8 MHz,-40°C to 125°C,-55°C to 125°C,80.8,SOT-23,1.76 x 18.91 x 10.49 mm,98.3007,SMT,Ceramic,2749491 S/m,Medium,Yes,ISO 14001:2015,IPC-7711
COMP0424,Capacitor-1878,Energy Storage / Filtering,363.3,25.33,335.251,134.5 µF,100 Hz – 100 MHz,Mixed-Signal,2.0,92.91,75.5,32 MHz,-55°C to 125°C,-55°C to 125°C,74.3,LGA-16,15.66 x 15.05 x 10.87 mm,71.3249,SMT,Metal Oxide,7907610 S/m,Medium,Yes,ISO 45001:2018,AEC-Q100
COMP0414,LED-3068,Visual Indication / Illumination,238.2,25.188,351.959,N/A,1000 Hz – 10 MHz,Analog,2.0,96.25,73.2,72 MHz,-40°C to 175°C,-55°C to 125°C,22.7,TO-247,30.86 x 10.19 x 14.14 mm,90.7132,THT,Film,5805107 S/m,High,Yes,ISO 9001:2015,UL 94V-0
COMP0361,IC-6934,Signal Processing / Logic,424.8,24.993,455.903,N/A,1 Hz – 1000 MHz,Power,0.1,96.7,77.9,32 MHz,-25°C to 105°C,-65°C to 150°C,86.2,QFN-16,9.28 x 12.5 x 9.75 mm,71.8441,SMT,Ceramic,5484910 S/m,Low,Yes,None,AEC-Q100
COMP0133,Resistor-9856,Current Limiting / Voltage Division,117.6,22.095,315.29,100 Ω,1000 Hz – 1000 MHz,Digital,5.0,93.9,97.7,1 MHz,-40°C to 85°C,-65°C to 105°C,46.6,QFN-16,7.5 x 12.84 x 10.16 mm,10.5934,THT,Electrolytic Aluminum,1582806 S/m,Medium,Yes,None,UL 94V-0
COMP0351,Capacitor-4978,Energy Storage / Filtering,509.4,7.109,302.078,663.3 µF,1000 Hz – 100 MHz,RF,0.5,95.27,70.9,200 MHz,0°C to 125°C,-40°C to 125°C,73.4,BGA-256,15.11 x 10.48 x 18.99 mm,35.5387,Press-fit,Film,611333 S/m,High,Yes,None,AEC-Q200
COMP0287,Connector-3607,Signal / Power Interconnect,444.9,36.21,331.394,N/A,1 Hz – 10 MHz,Power,0.1,91.09,72.9,48 MHz,-25°C to 150°C,-40°C to 105°C,30.0,SOIC-16,16.64 x 9.76 x 14.69 mm,51.1628,SMT,Film,2514997 S/m,High,Yes,ISO 9001:2015,IPC-7711
COMP0227,Capacitor-5279,Energy Storage / Filtering,103.9,2.281,161.211,3865.6 µF,10 Hz – 1 MHz,Power,0.5,94.35,96.3,72 MHz,0°C to 85°C,-65°C to 150°C,7.9,QFP-32,33.57 x 0.5 x 4.16 mm,56.8286,THT,Metal Oxide,6884889 S/m,Medium,Yes,ISO 14001:2015,UL 94V-0
COMP0450,Crystal-3441,Frequency Reference / Timing,451.4,19.12,426.559,N/A,1 Hz – 100 MHz,Analog,1.0,92.48,77.8,16 MHz,-25°C to 105°C,-65°C to 150°C,26.9,DIP-28,35.31 x 5.26 x 0.67 mm,21.1912,SMT,Ceramic,2591856 S/m,Low,Yes,None,IPC-2221
COMP0084,Connector-1319,Signal / Power Interconnect,220.5,8.655,212.582,N/A,1000 Hz – 100 MHz,Digital,0.5,97.36,95.8,1000 MHz,-40°C to 125°C,-55°C to 150°C,26.2,SOT-23,6.42 x 6.28 x 12.38 mm,74.7372,SMT,GaN,7301165 S/m,High,Yes,ISO 9001:2015,MIL-STD-810
COMP0353,Crystal-2983,Frequency Reference / Timing,56.2,1.119,58.03,N/A,100 Hz – 10 MHz,Analog,1.0,95.81,80.8,16 MHz,-25°C to 175°C,-40°C to 105°C,137.4,SOIC-16,21.11 x 17.36 x 13.02 mm,57.9132,SMT,SiC,1682426 S/m,High,Yes,None,MIL-STD-810
COMP0264,Capacitor-4848,Energy Storage / Filtering,103.0,16.505,422.858,208.7 µF,10 Hz – 100 MHz,Power,5.0,91.44,98.6,200 MHz,-25°C to 125°C,-40°C to 150°C,8.7,QFP-32,43.26 x 4.61 x 3.11 mm,60.3994,Press-fit,FR4 Laminate,3092872 S/m,High,Yes,ISO 14001:2015,IEC 61000-4
COMP0223,Transistor-6753,Switching / Amplification,39.5,42.96,205.364,N/A,1000 Hz – 100 MHz,Mixed-Signal,5.0,95.89,85.2,48 MHz,-55°C to 175°C,-55°C to 125°C,23.8,SMD 1210,4.18 x 26.67 x 4.58 mm,6.3843,SMT,GaN,9105736 S/m,Medium,Yes,ISO 9001:2015,MIL-STD-810
COMP0112,Crystal-8953,Frequency Reference / Timing,381.8,44.524,323.214,N/A,100 Hz – 100 MHz,Digital,2.0,98.48,92.0,8 MHz,-55°C to 125°C,-40°C to 125°C,129.2,LGA-16,33.83 x 14.94 x 10.44 mm,87.8428,SMT,Metal Film,5243334 S/m,High,Yes,None,JEDEC JESD22
COMP0469,Sensor-8245,Signal Acquisition / Measurement,177.3,45.768,482.574,N/A,1000 Hz – 10 MHz,Power,10.0,95.76,74.4,32 MHz,-25°C to 85°C,-55°C to 125°C,35.7,QFN-48,20.97 x 24.6 x 14.15 mm,16.2676,THT,GaN,4097807 S/m,High,Yes,ISO 14001:2015,IPC-7711
COMP0272,LED-7291,Visual Indication / Illumination,167.6,23.973,221.905,N/A,1000 Hz – 100 MHz,Analog,2.0,96.54,73.7,48 MHz,-25°C to 70°C,-65°C to 125°C,51.2,SMD 0805,23.63 x 14.65 x 12.97 mm,96.5239,SMT,FR4 Laminate,3332054 S/m,Medium,Yes,ISO 45001:2018,IPC-7711
COMP0191,Resistor-6464,Current Limiting / Voltage Division,377.7,3.239,245.256,100 Ω,1 Hz – 1 MHz,RF,0.5,91.91,84.4,32 MHz,-40°C to 150°C,-65°C to 105°C,26.9,QFN-32,9.04 x 11.65 x 3.22 mm,11.8681,SMT,Ceramic,8204684 S/m,High,Yes,IATF 16949,IEC 61000-4
COMP0353,Crystal-2983,Frequency Reference / Timing,297.9,4.441,207.182,N/A,1000 Hz – 100 MHz,Digital,10.0,94.29,82.8,1 MHz,-40°C to 175°C,-40°C to 150°C,69.9,BGA-256,24.37 x 19.26 x 9.46 mm,77.3404,Press-fit,GaN,4274706 S/m,Low,Yes,ISO 14001:2015,AEC-Q200
COMP0456,Connector-5982,Signal / Power Interconnect,79.7,14.467,200.9,N/A,1000 Hz – 10 MHz,Mixed-Signal,0.5,98.95,78.6,200 MHz,-25°C to 105°C,-55°C to 85°C,14.7,QFN-48,19.54 x 5.94 x 13.03 mm,5.546,Press-fit,Film,5743952 S/m,High,Yes,None,JEDEC JESD22
COMP0495,Capacitor-1472,Energy Storage / Filtering,107.8,31.693,371.118,715.5 µF,1000 Hz – 1000 MHz,Power,0.1,99.52,74.7,8 MHz,-40°C to 125°C,-65°C to 105°C,85.9,SMD 0805,43.85 x 11.67 x 3.04 mm,40.6673,THT,Metal Film,8908190 S/m,Medium,Yes,ISO 9001:2015,IPC-7711
COMP0378,Transistor-6576,Switching / Amplification,242.9,38.938,352.636,N/A,1 Hz – 1000 MHz,RF,5.0,90.63,96.1,32 MHz,-55°C to 105°C,-55°C to 85°C,75.5,BGA-144,47.42 x 12.96 x 8.48 mm,95.3739,SMT,SiC,4908253 S/m,Low,Yes,ISO 45001:2018,IPC-7711
COMP0086,Transistor-4923,Switching / Amplification,477.8,7.277,357.708,N/A,10 Hz – 10 MHz,RF,0.1,96.52,71.1,1 MHz,-40°C to 150°C,-40°C to 125°C,89.6,LGA-16,39.84 x 16.75 x 15.83 mm,81.6267,SMT,Metal Film,305503 S/m,High,Yes,None,UL 94V-0
COMP0459,Sensor-9090,Signal Acquisition / Measurement,19.4,32.832,224.212,N/A,100 Hz – 100 MHz,RF,2.0,90.22,72.5,16 MHz,-25°C to 175°C,-65°C to 125°C,61.2,SOIC-28,19.17 x 18.53 x 9.46 mm,15.978,Press-fit,Silicon,3808943 S/m,High,Yes,IATF 16949,JEDEC JESD22
COMP0469,Sensor-8245,Signal Acquisition / Measurement,449.1,18.793,480.089,N/A,1000 Hz – 100 MHz,Digital,10.0,93.61,80.3,8 MHz,-25°C to 85°C,-40°C to 150°C,76.5,TO-247,6.55 x 4.89 x 12.22 mm,4.2976,SMT,Ceramic,454739 S/m,Medium,Yes,ISO 45001:2018,IEC 61000-4
COMP0254,Resistor-5978,Current Limiting / Voltage Division,139.5,7.347,350.931,10 Ω,100 Hz – 10 MHz,Digital,1.0,91.92,71.2,48 MHz,0°C to 175°C,-65°C to 150°C,52.1,QFP-32,5.47 x 11.96 x 10.89 mm,10.9978,SMT,FR4 Laminate,354851 S/m,Low,Yes,ISO 9001:2015,JEDEC JESD22
COMP0466,Crystal-5415,Frequency Reference / Timing,82.1,14.6,409.584,N/A,1000 Hz – 1000 MHz,RF,1.0,95.07,93.0,120 MHz,-25°C to 150°C,-40°C to 125°C,39.1,BGA-324,14.7 x 15.73 x 9.15 mm,61.2395,THT,GaN,2233124 S/m,Low,Yes,ISO 9001:2015,MIL-STD-810
COMP0406,Capacitor-4180,Energy Storage / Filtering,169.2,28.059,334.666,1249.4 µF,100 Hz – 1000 MHz,RF,0.5,96.25,83.9,8 MHz,-55°C to 105°C,-65°C to 85°C,14.2,SMD 0805,25.97 x 8.42 x 7.65 mm,93.6248,SMT,Silicon,6326179 S/m,Medium,Yes,IATF 16949,UL 94V-0
COMP0225,IC-9785,Signal Processing / Logic,312.4,39.7,353.439,N/A,100 Hz – 10 MHz,Mixed-Signal,1.0,93.36,84.2,1000 MHz,-25°C to 150°C,-65°C to 105°C,90.8,SMD 0201,29.65 x 12.7 x 8.41 mm,44.6104,THT,SiC,9742587 S/m,Medium,Yes,ISO 45001:2018,IPC-A-610
COMP0473,Capacitor-8700,Energy Storage / Filtering,116.6,34.194,441.508,2591.4 µF,10 Hz – 100 MHz,RF,10.0,98.7,73.0,16 MHz,0°C to 85°C,-40°C to 85°C,83.1,DIP-8,4.89 x 5.03 x 0.43 mm,86.6484,SMT,SiC,9162123 S/m,Medium,No,ISO 45001:2018,MIL-STD-810
COMP0228,Inductor-5349,Energy Storage / EMI Filtering,595.6,6.534,325.127,800.6 µH,100 Hz – 1 MHz,Analog,10.0,91.43,82.6,48 MHz,-40°C to 105°C,-55°C to 105°C,72.9,LGA-16,37.5 x 12.81 x 14.96 mm,88.0205,Press-fit,Film,6857536 S/m,High,Yes,ISO 45001:2018,JEDEC JESD22
COMP0478,IC-9117,Signal Processing / Logic,131.0,12.127,204.428,N/A,10 Hz – 1000 MHz,Mixed-Signal,10.0,90.91,82.5,8 MHz,-40°C to 150°C,-65°C to 150°C,122.7,SMD 0805,40.33 x 22.9 x 11.4 mm,52.344,SMT,SiC,2276723 S/m,Medium,Yes,ISO 14001:2015,JEDEC JESD22
COMP0374,Microcontroller-1470,Processing / Control,173.7,7.692,277.238,N/A,10 Hz – 100 MHz,Analog,0.1,93.39,84.0,32 MHz,-25°C to 125°C,-65°C to 150°C,85.6,SMD 1206,23.36 x 29.65 x 12.49 mm,6.3716,SMT,Electrolytic Aluminum,6868997 S/m,High,Yes,None,MIL-STD-810
