Supplier ID,Component ID,Past Risk Events,Failure Frequency (occurrences/year),Downtime Duration,Recovery Time,Risk Outcome (Success/Failure)
SUPP062,COMP0062,Wafer fab yield drop below threshold,0.28,287 days,101 days,Success
SUPP065,COMP0105,Natural disaster impact on fab,8.73,233 days,161 days,Success
SUPP073,COMP0285,Supplier financial instability,6.39,76 days,49 days,Success
SUPP097,COMP0016,Delivery delay due to port congestion,8.67,298 days,179 days,Failure
SUPP022,COMP0026,Component discontinuation announcement,6.81,89 days,17 days,Success
SUPP032,COMP0099,Counterfeit component detection,8.69,10 days,4 days,Success
SUPP068,COMP0448,Quality defect — batch recall issued,6.4,220 days,99 days,Success
SUPP079,COMP0032,Geopolitical trade restriction imposed,1.26,326 days,243 days,Success
SUPP095,COMP0247,Supplier financial instability,2.93,265 days,227 days,Success
SUPP079,COMP0303,Pandemic-related facility shutdown,1.27,362 days,269 days,Success
SUPP038,COMP0322,Counterfeit component detection,5.23,114 days,48 days,Failure
SUPP042,COMP0144,Logistics disruption — carrier strike,6.11,336 days,198 days,Success
SUPP005,COMP0165,Raw material scarcity — price surge,5.96,73 days,50 days,Success
SUPP002,COMP0247,Pandemic-related facility shutdown,1.53,331 days,31 days,Success
SUPP068,COMP0162,Raw material scarcity — price surge,8.25,291 days,16 days,Success
SUPP058,COMP0149,Raw material scarcity — price surge,10.12,280 days,109 days,Failure
SUPP034,COMP0052,Delivery delay due to port congestion,3.83,275 days,256 days,Success
SUPP053,COMP0380,Raw material scarcity — price surge,9.09,164 days,122 days,Success
SUPP083,COMP0255,Pandemic-related facility shutdown,9.26,224 days,208 days,Failure
SUPP098,COMP0494,Raw material scarcity — price surge,10.98,320 days,19 days,Success
SUPP019,COMP0053,Supply shortage due to factory fire,2.72,155 days,50 days,Failure
SUPP068,COMP0311,Logistics disruption — carrier strike,11.52,355 days,73 days,Failure
SUPP061,COMP0408,Sudden capacity reduction by supplier,0.38,91 days,91 days,Failure
SUPP056,COMP0159,Counterfeit component detection,5.95,95 days,50 days,Success
SUPP034,COMP0335,Geopolitical trade restriction imposed,9.5,305 days,213 days,Success
SUPP044,COMP0135,Natural disaster impact on fab,4.68,184 days,8 days,Success
SUPP055,COMP0004,Geopolitical trade restriction imposed,10.75,195 days,174 days,Success
SUPP054,COMP0387,Sudden capacity reduction by supplier,1.7,200 days,46 days,Failure
SUPP013,COMP0313,Sudden capacity reduction by supplier,3.89,158 days,140 days,Success
SUPP088,COMP0006,Geopolitical trade restriction imposed,1.31,257 days,205 days,Failure
SUPP001,COMP0389,Supplier financial instability,9.3,251 days,144 days,Success
SUPP088,COMP0459,Counterfeit component detection,3.93,144 days,22 days,Success
SUPP042,COMP0407,Delivery delay due to port congestion,5.33,261 days,192 days,Failure
SUPP064,COMP0384,Delivery delay due to port congestion,9.93,137 days,44 days,Failure
SUPP001,COMP0147,Natural disaster impact on fab,7.12,229 days,21 days,Success
SUPP026,COMP0281,Pandemic-related facility shutdown,1.64,217 days,173 days,Failure
SUPP006,COMP0181,Counterfeit component detection,5.23,129 days,5 days,Success
SUPP026,COMP0103,Supply shortage due to factory fire,6.54,63 days,18 days,Success
SUPP039,COMP0468,Sudden capacity reduction by supplier,8.34,186 days,143 days,Success
SUPP051,COMP0028,Counterfeit component detection,4.34,39 days,39 days,Success
SUPP018,COMP0047,Natural disaster impact on fab,8.47,99 days,8 days,Success
SUPP018,COMP0207,Sudden capacity reduction by supplier,11.83,18 days,3 days,Success
SUPP014,COMP0489,Component discontinuation announcement,8.99,254 days,150 days,Success
SUPP014,COMP0040,Sudden capacity reduction by supplier,0.41,303 days,245 days,Success
SUPP003,COMP0350,Logistics disruption — carrier strike,8.99,154 days,103 days,Success
SUPP023,COMP0270,Raw material scarcity — price surge,3.8,24 days,4 days,Failure
SUPP040,COMP0325,Sudden capacity reduction by supplier,11.47,55 days,7 days,Success
SUPP041,COMP0500,Geopolitical trade restriction imposed,8.98,232 days,116 days,Failure
SUPP019,COMP0192,Quality defect — batch recall issued,5.51,305 days,6 days,Failure
SUPP034,COMP0062,Wafer fab yield drop below threshold,2.91,320 days,44 days,Failure
SUPP016,COMP0474,Supplier financial instability,10.66,69 days,1 days,Success
SUPP048,COMP0042,Sudden capacity reduction by supplier,0.28,289 days,59 days,Success
SUPP031,COMP0452,Sudden capacity reduction by supplier,1.62,253 days,101 days,Failure
SUPP025,COMP0068,Pandemic-related facility shutdown,7.5,148 days,129 days,Success
SUPP011,COMP0370,Wafer fab yield drop below threshold,5.26,102 days,9 days,Failure
SUPP067,COMP0142,Logistics disruption — carrier strike,11.67,210 days,56 days,Success
SUPP088,COMP0050,Geopolitical trade restriction imposed,7.32,127 days,26 days,Failure
SUPP073,COMP0361,Counterfeit component detection,10.4,25 days,2 days,Failure
SUPP028,COMP0473,Counterfeit component detection,11.46,346 days,329 days,Success
SUPP080,COMP0083,Counterfeit component detection,3.13,97 days,81 days,Success
SUPP035,COMP0061,Raw material scarcity — price surge,1.9,268 days,246 days,Failure
SUPP093,COMP0121,Export control regulation change,1.8,194 days,109 days,Success
SUPP022,COMP0149,Export control regulation change,5.01,214 days,123 days,Failure
SUPP012,COMP0257,Delivery delay due to port congestion,10.92,169 days,85 days,Success
SUPP023,COMP0183,Quality defect — batch recall issued,6.08,223 days,202 days,Success
SUPP031,COMP0446,Delivery delay due to port congestion,10.6,271 days,191 days,Success
SUPP082,COMP0119,Natural disaster impact on fab,4.41,253 days,31 days,Success
SUPP033,COMP0458,Component discontinuation announcement,2.2,324 days,11 days,Success
SUPP035,COMP0416,Component discontinuation announcement,4.47,24 days,13 days,Success
SUPP007,COMP0066,Raw material scarcity — price surge,10.1,18 days,5 days,Success
SUPP050,COMP0238,Natural disaster impact on fab,2.16,76 days,23 days,Success
SUPP098,COMP0016,Quality defect — batch recall issued,7.87,97 days,3 days,Success
SUPP025,COMP0041,Logistics disruption — carrier strike,11.13,3 days,3 days,Success
SUPP075,COMP0393,Wafer fab yield drop below threshold,5.23,202 days,24 days,Success
SUPP012,COMP0102,Supplier financial instability,11.32,85 days,3 days,Success
SUPP021,COMP0218,Delivery delay due to port congestion,7.8,26 days,1 days,Success
SUPP001,COMP0221,Counterfeit component detection,6.19,52 days,29 days,Failure
SUPP016,COMP0009,Delivery delay due to port congestion,10.84,345 days,280 days,Failure
SUPP006,COMP0394,Raw material scarcity — price surge,8.55,186 days,87 days,Success
SUPP070,COMP0245,Pandemic-related facility shutdown,4.73,140 days,130 days,Success
SUPP022,COMP0411,Quality defect — batch recall issued,5.23,43 days,30 days,Success
SUPP020,COMP0323,Wafer fab yield drop below threshold,8.54,170 days,64 days,Failure
SUPP050,COMP0054,Quality defect — batch recall issued,11.15,10 days,8 days,Failure
SUPP075,COMP0224,Wafer fab yield drop below threshold,8.95,252 days,182 days,Success
SUPP001,COMP0294,Counterfeit component detection,9.83,214 days,165 days,Success
SUPP047,COMP0354,Supply shortage due to factory fire,10.79,213 days,182 days,Success
SUPP019,COMP0147,Export control regulation change,3.19,244 days,141 days,Success
SUPP045,COMP0486,Logistics disruption — carrier strike,3.63,164 days,37 days,Success
SUPP075,COMP0451,Logistics disruption — carrier strike,0.84,207 days,92 days,Success
SUPP094,COMP0396,Counterfeit component detection,7.74,81 days,56 days,Success
SUPP016,COMP0125,Component discontinuation announcement,2.56,54 days,37 days,Failure
SUPP026,COMP0355,Wafer fab yield drop below threshold,9.27,231 days,44 days,Success
SUPP016,COMP0489,Wafer fab yield drop below threshold,6.8,221 days,93 days,Success
SUPP063,COMP0363,Delivery delay due to port congestion,1.11,226 days,201 days,Success
SUPP094,COMP0027,Component discontinuation announcement,10.1,279 days,223 days,Success
SUPP092,COMP0412,Raw material scarcity — price surge,5.93,362 days,350 days,Success
SUPP008,COMP0178,Delivery delay due to port congestion,1.64,345 days,58 days,Success
SUPP074,COMP0366,Delivery delay due to port congestion,4.32,150 days,5 days,Failure
SUPP036,COMP0370,Sudden capacity reduction by supplier,7.25,341 days,158 days,Failure
SUPP023,COMP0380,Supplier financial instability,2.74,270 days,90 days,Failure
SUPP091,COMP0261,Quality defect — batch recall issued,0.4,360 days,301 days,Success
SUPP100,COMP0253,Export control regulation change,11.53,362 days,220 days,Success
SUPP017,COMP0089,Component discontinuation announcement,7.69,363 days,100 days,Success
SUPP093,COMP0153,Quality defect — batch recall issued,4.79,165 days,126 days,Success
SUPP048,COMP0183,Delivery delay due to port congestion,11.17,81 days,40 days,Success
SUPP039,COMP0060,Quality defect — batch recall issued,7.5,309 days,136 days,Success
SUPP009,COMP0154,Component discontinuation announcement,11.24,344 days,331 days,Success
SUPP081,COMP0259,Geopolitical trade restriction imposed,5.06,279 days,170 days,Success
SUPP063,COMP0475,Geopolitical trade restriction imposed,2.13,173 days,166 days,Success
SUPP076,COMP0096,Delivery delay due to port congestion,3.34,89 days,9 days,Success
SUPP016,COMP0316,Natural disaster impact on fab,3.79,229 days,142 days,Failure
SUPP085,COMP0135,Delivery delay due to port congestion,2.51,271 days,164 days,Failure
SUPP063,COMP0285,Geopolitical trade restriction imposed,0.39,19 days,10 days,Failure
SUPP019,COMP0445,Wafer fab yield drop below threshold,11.27,68 days,53 days,Success
SUPP005,COMP0274,Supply shortage due to factory fire,5.32,116 days,73 days,Failure
SUPP074,COMP0328,Delivery delay due to port congestion,7.62,86 days,35 days,Success
SUPP081,COMP0360,Pandemic-related facility shutdown,10.54,85 days,84 days,Failure
SUPP038,COMP0253,Supply shortage due to factory fire,10.85,60 days,7 days,Failure
SUPP010,COMP0070,Raw material scarcity — price surge,2.04,29 days,20 days,Success
SUPP021,COMP0245,Quality defect — batch recall issued,1.91,325 days,27 days,Failure
SUPP054,COMP0498,Delivery delay due to port congestion,7.48,213 days,200 days,Failure
SUPP050,COMP0362,Wafer fab yield drop below threshold,5.93,363 days,32 days,Failure
SUPP069,COMP0408,Counterfeit component detection,8.03,190 days,33 days,Failure
SUPP015,COMP0056,Natural disaster impact on fab,1.32,136 days,38 days,Success
SUPP080,COMP0435,Supply shortage due to factory fire,0.68,345 days,197 days,Success
SUPP047,COMP0397,Component discontinuation announcement,10.56,273 days,129 days,Success
SUPP008,COMP0095,Raw material scarcity — price surge,6.4,166 days,150 days,Success
SUPP045,COMP0456,Logistics disruption — carrier strike,10.33,135 days,112 days,Success
SUPP053,COMP0084,Component discontinuation announcement,9.16,273 days,201 days,Failure
SUPP041,COMP0431,Pandemic-related facility shutdown,3.55,142 days,86 days,Failure
SUPP056,COMP0417,Supply shortage due to factory fire,8.87,187 days,166 days,Failure
SUPP061,COMP0409,Sudden capacity reduction by supplier,6.14,195 days,122 days,Failure
SUPP100,COMP0121,Supplier financial instability,7.54,113 days,10 days,Failure
SUPP007,COMP0329,Export control regulation change,10.87,234 days,87 days,Success
SUPP095,COMP0230,Component discontinuation announcement,5.52,231 days,124 days,Success
SUPP080,COMP0385,Pandemic-related facility shutdown,11.23,316 days,28 days,Success
SUPP094,COMP0195,Geopolitical trade restriction imposed,7.83,122 days,35 days,Success
SUPP002,COMP0473,Supplier financial instability,5.38,109 days,22 days,Success
SUPP079,COMP0196,Supply shortage due to factory fire,8.51,109 days,2 days,Success
SUPP068,COMP0232,Logistics disruption — carrier strike,5.78,44 days,38 days,Success
SUPP005,COMP0432,Geopolitical trade restriction imposed,0.49,14 days,4 days,Success
SUPP082,COMP0120,Supply shortage due to factory fire,7.54,65 days,43 days,Failure
SUPP031,COMP0305,Pandemic-related facility shutdown,0.69,37 days,2 days,Failure
SUPP056,COMP0087,Natural disaster impact on fab,4.07,167 days,4 days,Success
SUPP066,COMP0198,Natural disaster impact on fab,9.15,42 days,29 days,Success
SUPP027,COMP0475,Wafer fab yield drop below threshold,9.16,45 days,21 days,Failure
SUPP098,COMP0286,Export control regulation change,9.12,124 days,83 days,Failure
SUPP050,COMP0365,Natural disaster impact on fab,3.53,190 days,159 days,Success
SUPP038,COMP0341,Counterfeit component detection,9.58,152 days,121 days,Failure
SUPP049,COMP0136,Geopolitical trade restriction imposed,3.42,202 days,192 days,Success
SUPP036,COMP0268,Export control regulation change,0.7,17 days,2 days,Success
SUPP041,COMP0424,Wafer fab yield drop below threshold,2.85,142 days,133 days,Success
SUPP093,COMP0378,Export control regulation change,8.51,83 days,46 days,Failure
SUPP090,COMP0500,Natural disaster impact on fab,1.56,338 days,191 days,Failure
SUPP089,COMP0484,Export control regulation change,1.64,137 days,49 days,Success
SUPP062,COMP0012,Natural disaster impact on fab,9.27,154 days,106 days,Failure
SUPP095,COMP0332,Supplier financial instability,4.4,221 days,135 days,Success
SUPP090,COMP0332,Sudden capacity reduction by supplier,3.53,180 days,168 days,Success
SUPP060,COMP0219,Delivery delay due to port congestion,9.34,199 days,151 days,Success
SUPP071,COMP0448,Counterfeit component detection,10.13,275 days,125 days,Failure
SUPP086,COMP0065,Wafer fab yield drop below threshold,8.75,270 days,5 days,Success
SUPP089,COMP0232,Supply shortage due to factory fire,4.6,282 days,186 days,Failure
SUPP034,COMP0474,Supplier financial instability,10.23,175 days,78 days,Success
SUPP097,COMP0234,Geopolitical trade restriction imposed,0.44,189 days,41 days,Success
SUPP021,COMP0363,Wafer fab yield drop below threshold,3.46,123 days,4 days,Success
SUPP024,COMP0395,Geopolitical trade restriction imposed,1.85,135 days,40 days,Success
SUPP029,COMP0166,Counterfeit component detection,5.56,11 days,4 days,Success
SUPP081,COMP0018,Supplier financial instability,4.95,363 days,284 days,Failure
SUPP001,COMP0020,Logistics disruption — carrier strike,1.97,91 days,47 days,Success
SUPP025,COMP0167,Wafer fab yield drop below threshold,2.45,202 days,17 days,Success
SUPP097,COMP0402,Geopolitical trade restriction imposed,2.23,39 days,36 days,Success
SUPP087,COMP0193,Component discontinuation announcement,6.01,300 days,280 days,Success
SUPP055,COMP0224,Raw material scarcity — price surge,0.84,200 days,181 days,Failure
SUPP089,COMP0346,Component discontinuation announcement,4.76,305 days,179 days,Success
SUPP068,COMP0224,Supplier financial instability,4.27,297 days,39 days,Success
SUPP004,COMP0033,Geopolitical trade restriction imposed,0.29,338 days,205 days,Success
SUPP061,COMP0103,Quality defect — batch recall issued,3.96,309 days,192 days,Success
SUPP001,COMP0019,Delivery delay due to port congestion,8.97,307 days,40 days,Success
SUPP099,COMP0073,Counterfeit component detection,8.47,229 days,204 days,Success
SUPP033,COMP0324,Export control regulation change,6.29,237 days,61 days,Success
SUPP091,COMP0250,Geopolitical trade restriction imposed,11.06,212 days,87 days,Failure
SUPP013,COMP0364,Export control regulation change,9.8,350 days,46 days,Success
SUPP069,COMP0455,Delivery delay due to port congestion,1.59,93 days,44 days,Failure
SUPP058,COMP0385,Supply shortage due to factory fire,4.64,362 days,71 days,Success
SUPP079,COMP0427,Export control regulation change,6.08,167 days,43 days,Success
SUPP070,COMP0386,Logistics disruption — carrier strike,11.54,330 days,160 days,Failure
SUPP011,COMP0190,Supply shortage due to factory fire,6.11,191 days,151 days,Success
SUPP034,COMP0222,Delivery delay due to port congestion,2.83,218 days,122 days,Failure
SUPP008,COMP0443,Counterfeit component detection,1.85,61 days,40 days,Success
SUPP062,COMP0303,Raw material scarcity — price surge,9.01,152 days,52 days,Success
SUPP054,COMP0122,Pandemic-related facility shutdown,5.38,254 days,61 days,Success
SUPP087,COMP0111,Wafer fab yield drop below threshold,10.63,237 days,104 days,Success
