Supplier ID,Supplier Name,Location,Component ID,Cost per Component ($),Available Quantity,Lead Time (Weeks),Reliability Score (0-1),Past Performance Rating (1-5),Alternate Supplier ID
SUPP059,Keysight Components,"Milan, Italy",COMP0281,738.47,283349,45,1.0,2.8,SUPP033
SUPP043,Cree LED,"Bangalore, India",COMP0268,465.01,385433,20,0.75,3.4,SUPP028
SUPP086,MediaTek,"Seoul, South Korea",COMP0183,188.7,320129,11,0.88,4.4,SUPP090
SUPP071,Panasonic Resistive,"Seoul, South Korea",COMP0287,697.04,336386,46,0.57,3.1,SUPP090
SUPP057,Harting,"Tokyo, Japan",COMP0164,269.32,111749,39,0.7,1.4,SUPP059
SUPP091,Ohmite,"Osaka, Japan",COMP0176,442.62,144231,10,0.78,3.2,SUPP063
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0199,435.46,490567,37,0.82,4.3,SUPP007
SUPP100,Entegris,"Tokyo, Japan",COMP0139,461.34,227777,17,0.71,3.2,SUPP073
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0151,512.74,126996,6,0.69,3.0,SUPP066
SUPP022,Bourns,Singapore,COMP0020,110.88,473749,49,0.5,2.8,SUPP018
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0221,601.43,195038,29,0.98,4.9,SUPP058
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0086,319.52,304210,20,0.78,2.6,SUPP045
SUPP095,GaN Systems,"San Jose, USA",COMP0435,448.28,278612,18,0.98,1.6,SUPP072
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0087,659.57,192793,45,0.89,3.6,SUPP034
SUPP085,Espressif Systems,"London, UK",COMP0496,421.85,456192,42,0.55,3.7,SUPP096
SUPP038,Epson Timing,"Bangalore, India",COMP0449,726.54,380339,52,0.93,5.0,SUPP077
SUPP037,Abracon,"Chennai, India",COMP0017,44.42,277457,50,0.76,2.8,SUPP094
SUPP034,CUI Inc,"Gyeonggi, South Korea",COMP0290,339.65,373719,8,0.9,2.9,SUPP081
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0078,226.62,185107,34,0.91,3.1,SUPP063
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0141,187.17,286007,33,0.54,4.2,SUPP083
SUPP081,Eaton Electronics,"Bangalore, India",COMP0327,269.91,476069,48,1.0,1.8,SUPP010
SUPP003,Vishay Intertechnology,"Taipei, Taiwan",COMP0250,85.88,206498,31,0.61,4.7,SUPP013
SUPP091,Ohmite,"Osaka, Japan",COMP0312,346.17,52709,51,0.8,4.2,SUPP070
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0231,716.9,413991,48,0.63,4.9,SUPP013
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0274,666.23,194695,42,0.89,3.2,SUPP017
SUPP095,GaN Systems,"San Jose, USA",COMP0290,183.07,414149,11,0.64,4.3,SUPP051
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0007,7.94,287360,43,0.6,5.0,SUPP001
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0444,439.36,225361,20,0.5,2.2,SUPP068
SUPP084,Nordic Semiconductor,"Tokyo, Japan",COMP0004,651.49,455655,22,0.87,1.8,SUPP069
SUPP031,Rubycon,"Zurich, Switzerland",COMP0443,316.37,139049,7,0.87,3.4,SUPP041
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0385,223.2,84942,42,0.97,4.2,SUPP053
SUPP037,Abracon,"Chennai, India",COMP0493,571.2,79517,10,0.81,2.9,SUPP011
SUPP052,Weidmuller,"Hsinchu, Taiwan",COMP0101,255.12,183716,44,0.95,4.7,SUPP055
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0345,403.85,135148,18,0.99,4.8,SUPP059
SUPP019,Hirose Electric,"Milan, Italy",COMP0250,255.36,251417,3,0.64,2.1,SUPP088
SUPP057,Harting,"Tokyo, Japan",COMP0037,579.85,316835,19,0.95,3.7,SUPP028
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0428,95.28,319818,17,0.51,3.9,SUPP100
SUPP095,GaN Systems,"San Jose, USA",COMP0389,588.83,18930,38,0.86,3.6,SUPP016
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0110,199.67,458523,1,0.82,4.5,SUPP010
SUPP047,Sensata Technologies,"Shanghai, China",COMP0290,48.84,431429,17,0.95,2.5,SUPP093
SUPP022,Bourns,Singapore,COMP0006,155.15,499488,44,0.99,4.3,SUPP031
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0311,165.91,67923,14,0.69,3.4,SUPP001
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0388,224.7,27510,28,0.54,4.2,SUPP016
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0458,614.34,171406,49,0.67,4.4,SUPP059
SUPP054,Dinkle,"Shanghai, China",COMP0200,521.18,96097,6,0.85,4.9,SUPP073
SUPP028,Semtech,"Penang, Malaysia",COMP0472,656.58,24978,50,0.99,1.7,SUPP040
SUPP054,Dinkle,"Shanghai, China",COMP0258,126.72,293822,32,0.73,3.6,SUPP044
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0051,533.95,81579,25,0.7,4.0,SUPP054
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0445,381.94,232209,13,0.99,2.0,SUPP046
SUPP019,Hirose Electric,"Milan, Italy",COMP0344,246.58,326447,9,0.77,4.1,SUPP092
SUPP054,Dinkle,"Shanghai, China",COMP0215,582.44,238850,16,0.57,3.4,SUPP061
SUPP018,Amphenol,"London, UK",COMP0095,195.01,107190,44,0.89,4.8,SUPP054
SUPP004,Yageo Corporation,"Munich, Germany",COMP0071,441.12,178275,16,0.81,4.4,SUPP027
SUPP030,Nichicon,"Zurich, Switzerland",COMP0071,528.59,365705,27,0.71,3.6,SUPP020
SUPP033,Bel Fuse,"Munich, Germany",COMP0338,347.74,242134,49,0.81,1.7,SUPP020
SUPP099,Cohu Inc,"Bangalore, India",COMP0499,59.02,271521,27,0.53,3.5,SUPP018
SUPP058,ITT Cannon,"Munich, Germany",COMP0056,407.72,492838,1,0.87,3.0,SUPP078
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0294,651.55,104730,16,0.73,1.8,SUPP028
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0346,485.98,151821,24,0.58,4.5,SUPP075
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0287,60.01,419158,2,0.73,3.1,SUPP006
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0212,544.95,326110,24,0.54,3.6,SUPP030
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0024,307.05,420960,23,0.99,4.8,SUPP070
SUPP076,Sprague Goodman,"Shanghai, China",COMP0020,615.08,271034,21,0.83,3.5,SUPP094
SUPP091,Ohmite,"Osaka, Japan",COMP0333,437.61,158196,34,0.75,1.5,SUPP070
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0064,618.94,475173,9,0.87,3.7,SUPP078
SUPP080,Bourns Inductors,"Shanghai, China",COMP0043,74.35,288273,27,0.69,4.2,SUPP065
SUPP085,Espressif Systems,"London, UK",COMP0135,601.52,485105,20,0.74,1.2,SUPP032
SUPP059,Keysight Components,"Milan, Italy",COMP0037,429.69,316886,50,0.68,1.5,SUPP023
SUPP080,Bourns Inductors,"Shanghai, China",COMP0261,582.49,262716,15,0.96,4.9,SUPP051
SUPP059,Keysight Components,"Milan, Italy",COMP0005,369.87,458786,17,0.81,4.0,SUPP092
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0125,551.65,65809,11,0.93,1.8,SUPP020
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0043,387.3,244983,15,0.72,2.5,SUPP028
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0234,522.72,136028,37,0.73,3.0,SUPP052
SUPP051,Phoenix Contact,"Bangalore, India",COMP0372,519.06,273796,13,0.65,3.3,SUPP058
SUPP082,Silicon Labs,"Hsinchu, Taiwan",COMP0105,75.75,339392,10,0.7,4.7,SUPP065
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0073,469.86,58544,14,0.71,2.4,SUPP019
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0014,588.73,428002,5,0.78,3.3,SUPP023
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0352,185.85,178172,12,0.67,1.4,SUPP082
SUPP053,WAGO,"Shanghai, China",COMP0288,398.32,412814,17,0.7,5.0,SUPP089
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0407,77.99,288381,11,0.5,4.3,SUPP002
SUPP056,Samtec,"Hsinchu, Taiwan",COMP0116,604.78,239916,34,0.84,1.8,SUPP046
SUPP037,Abracon,"Chennai, India",COMP0056,60.59,168536,32,0.56,1.3,SUPP062
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0099,254.41,468617,15,0.91,2.9,SUPP095
SUPP097,Power Integrations,"Shenzhen, China",COMP0107,358.01,438905,5,0.58,2.8,SUPP029
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0001,117.85,252834,13,0.64,2.9,SUPP001
SUPP038,Epson Timing,"Bangalore, India",COMP0204,688.37,173131,40,0.51,2.1,SUPP098
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0384,74.23,378129,37,0.62,3.3,SUPP062
SUPP073,Stackpole Electronics,Singapore,COMP0272,532.82,210553,4,0.77,1.0,SUPP056
SUPP085,Espressif Systems,"London, UK",COMP0200,235.72,6343,20,0.98,2.0,SUPP097
SUPP026,Lattice Semiconductor,Singapore,COMP0392,152.09,15666,40,0.78,3.4,SUPP058
SUPP047,Sensata Technologies,"Shanghai, China",COMP0202,486.47,429963,27,0.77,4.2,SUPP063
SUPP080,Bourns Inductors,"Shanghai, China",COMP0019,451.17,97508,42,0.7,2.9,SUPP001
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0157,286.28,133626,35,0.66,1.9,SUPP012
SUPP053,WAGO,"Shanghai, China",COMP0246,154.69,49571,3,0.94,1.1,SUPP094
SUPP054,Dinkle,"Shanghai, China",COMP0356,365.05,385925,30,0.94,4.1,SUPP015
SUPP080,Bourns Inductors,"Shanghai, China",COMP0280,470.51,311952,2,0.72,1.1,SUPP043
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0354,239.46,318117,35,0.86,2.4,SUPP047
SUPP008,Texas Instruments,Singapore,COMP0176,457.67,66577,32,0.82,3.5,SUPP067
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0030,248.59,347508,5,0.65,1.4,SUPP013
SUPP081,Eaton Electronics,"Bangalore, India",COMP0393,452.44,306895,4,0.76,3.2,SUPP088
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0360,506.57,276863,3,0.95,3.0,SUPP089
SUPP080,Bourns Inductors,"Shanghai, China",COMP0064,223.54,305793,40,0.76,2.1,SUPP025
SUPP051,Phoenix Contact,"Bangalore, India",COMP0387,636.4,311354,46,0.86,3.1,SUPP002
SUPP028,Semtech,"Penang, Malaysia",COMP0417,508.51,274798,29,0.79,2.7,SUPP012
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0462,573.44,362912,38,1.0,2.4,SUPP047
SUPP089,Onsemi,"Eindhoven, Netherlands",COMP0243,622.28,68761,32,0.86,3.1,SUPP061
SUPP058,ITT Cannon,"Munich, Germany",COMP0458,665.85,192167,3,0.96,4.5,SUPP066
SUPP004,Yageo Corporation,"Munich, Germany",COMP0478,141.96,198116,47,0.87,4.9,SUPP032
SUPP028,Semtech,"Penang, Malaysia",COMP0325,100.73,200059,29,0.82,3.1,SUPP079
SUPP046,Lite-On Technology,"Zurich, Switzerland",COMP0177,151.04,487698,16,0.76,2.8,SUPP041
SUPP070,Susumu,"Munich, Germany",COMP0332,280.81,241206,31,0.57,2.9,SUPP076
SUPP015,Analog Devices,"Munich, Germany",COMP0228,715.85,67355,33,0.71,1.2,SUPP026
SUPP094,Transphorm,"Gyeonggi, South Korea",COMP0034,258.23,215063,33,0.86,2.5,SUPP037
SUPP079,Sumida,"Stockholm, Sweden",COMP0246,124.87,176015,51,0.66,2.2,SUPP034
SUPP079,Sumida,"Stockholm, Sweden",COMP0288,396.08,56817,5,0.93,2.8,SUPP045
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0340,646.14,435405,4,0.9,2.2,SUPP081
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0051,373.65,484158,22,0.59,2.7,SUPP093
SUPP058,ITT Cannon,"Munich, Germany",COMP0357,441.62,235890,30,0.78,2.8,SUPP072
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0417,186.48,438986,20,0.56,4.3,SUPP088
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0249,363.65,135879,16,0.61,4.9,SUPP058
SUPP033,Bel Fuse,"Munich, Germany",COMP0420,382.75,373845,31,0.52,2.8,SUPP057
SUPP032,Würth Elektronik,"Hsinchu, Taiwan",COMP0118,505.73,499387,6,0.59,4.4,SUPP014
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0259,571.72,312236,46,0.68,2.2,SUPP022
SUPP026,Lattice Semiconductor,Singapore,COMP0452,669.14,281670,39,0.94,1.7,SUPP082
SUPP059,Keysight Components,"Milan, Italy",COMP0245,704.18,356640,11,0.84,2.3,SUPP063
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0331,61.85,38622,42,0.51,3.2,SUPP040
SUPP095,GaN Systems,"San Jose, USA",COMP0012,210.3,9607,52,0.69,3.5,SUPP009
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0369,554.73,95576,47,0.86,4.4,SUPP073
SUPP098,Vicor Corporation,"Tokyo, Japan",COMP0276,545.14,119461,28,0.53,1.0,SUPP050
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0083,604.05,9870,45,0.53,2.7,SUPP096
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0491,460.57,288364,7,0.89,1.9,SUPP050
SUPP030,Nichicon,"Zurich, Switzerland",COMP0016,560.61,475246,38,0.78,3.8,SUPP086
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0033,272.98,339229,24,0.78,3.6,SUPP069
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0447,718.76,165222,45,0.71,1.5,SUPP042
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0345,473.91,110272,44,0.95,3.6,SUPP097
SUPP068,Mini-Circuits,"Munich, Germany",COMP0041,9.71,495100,14,0.85,2.7,SUPP060
SUPP097,Power Integrations,"Shenzhen, China",COMP0264,660.98,29317,42,0.63,2.9,SUPP084
SUPP065,Skyworks Solutions,"Milan, Italy",COMP0074,622.13,424953,41,0.56,1.6,SUPP018
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0001,700.01,208008,21,0.6,3.7,SUPP042
SUPP091,Ohmite,"Osaka, Japan",COMP0174,698.74,406739,8,0.74,2.0,SUPP070
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0008,536.61,427910,44,0.74,3.0,SUPP020
SUPP002,TDK Corporation,"Gyeonggi, South Korea",COMP0197,695.4,342641,11,0.88,1.8,SUPP081
SUPP058,ITT Cannon,"Munich, Germany",COMP0491,568.69,94568,24,0.68,4.4,SUPP011
SUPP015,Analog Devices,"Munich, Germany",COMP0411,150.03,345879,48,0.69,1.9,SUPP022
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0095,261.03,429144,28,0.51,2.9,SUPP046
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0223,411.43,102294,24,0.97,3.8,SUPP008
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0280,424.81,160444,42,0.83,4.7,SUPP072
SUPP097,Power Integrations,"Shenzhen, China",COMP0365,346.62,294282,5,0.72,2.6,SUPP090
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0314,243.18,268203,39,0.8,4.7,SUPP095
SUPP030,Nichicon,"Zurich, Switzerland",COMP0159,514.49,16015,24,0.6,2.2,SUPP046
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0384,633.43,249409,13,0.59,4.2,SUPP066
SUPP030,Nichicon,"Zurich, Switzerland",COMP0491,317.81,375197,21,0.71,1.1,SUPP040
SUPP024,Toshiba Electronic Devices,"Bangalore, India",COMP0205,2.53,385583,33,0.8,1.0,SUPP058
SUPP080,Bourns Inductors,"Shanghai, China",COMP0045,332.41,314106,27,0.91,3.2,SUPP031
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0126,64.55,308426,24,0.54,3.2,SUPP014
SUPP090,Vishay Dale,"Seoul, South Korea",COMP0040,274.59,331847,46,0.68,2.6,SUPP024
SUPP057,Harting,"Tokyo, Japan",COMP0257,548.28,348978,22,0.59,1.4,SUPP059
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0282,387.95,285566,47,0.85,4.1,SUPP100
SUPP076,Sprague Goodman,"Shanghai, China",COMP0102,654.8,161998,35,0.67,1.3,SUPP058
SUPP092,Bel Magnetic Solutions,"Taipei, Taiwan",COMP0099,656.39,32066,44,0.79,3.7,SUPP046
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0433,614.67,282596,38,0.98,3.9,SUPP057
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0006,700.42,209683,50,0.64,3.9,SUPP087
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0345,248.25,224441,39,0.99,4.1,SUPP071
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0161,56.9,495361,50,0.53,4.1,SUPP045
SUPP072,KOA Speer,"Hsinchu, Taiwan",COMP0349,75.92,51118,11,0.81,3.0,SUPP057
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0242,697.4,493365,38,0.59,2.1,SUPP096
SUPP064,Microsemi,"Taipei, Taiwan",COMP0150,402.48,126211,35,0.75,2.8,SUPP060
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0295,408.04,72526,35,0.71,2.7,SUPP027
SUPP026,Lattice Semiconductor,Singapore,COMP0081,516.4,200564,3,0.85,3.6,SUPP047
SUPP008,Texas Instruments,Singapore,COMP0272,671.84,25798,23,0.96,2.6,SUPP017
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0299,311.07,434604,32,0.83,2.6,SUPP019
SUPP086,MediaTek,"Seoul, South Korea",COMP0495,319.86,394612,36,0.83,4.0,SUPP091
SUPP022,Bourns,Singapore,COMP0294,136.48,261539,51,0.53,1.9,SUPP098
SUPP033,Bel Fuse,"Munich, Germany",COMP0466,516.18,354350,39,0.66,3.0,SUPP095
SUPP086,MediaTek,"Seoul, South Korea",COMP0082,338.73,52157,49,0.95,4.5,SUPP100
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0014,338.06,17581,1,0.99,5.0,SUPP033
SUPP074,Cornell Dubilier,"Bangalore, India",COMP0401,600.57,69444,7,0.95,2.3,SUPP025
SUPP031,Rubycon,"Zurich, Switzerland",COMP0357,721.22,43022,18,0.77,4.2,SUPP038
SUPP019,Hirose Electric,"Milan, Italy",COMP0477,153.87,94796,6,0.7,4.9,SUPP033
SUPP023,Rohm Semiconductor,"Osaka, Japan",COMP0019,452.23,428349,43,0.72,4.3,SUPP050
SUPP047,Sensata Technologies,"Shanghai, China",COMP0316,463.28,241996,1,0.71,3.6,SUPP026
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0426,576.39,344194,42,0.54,5.0,SUPP015
SUPP055,Cinch Connectivity,"Munich, Germany",COMP0102,650.81,140100,34,0.98,3.5,SUPP100
SUPP041,Macronix International,"Shanghai, China",COMP0071,366.6,327639,20,0.54,3.1,SUPP021
SUPP019,Hirose Electric,"Milan, Italy",COMP0233,694.07,402228,10,0.98,2.1,SUPP076
SUPP099,Cohu Inc,"Bangalore, India",COMP0249,79.93,321801,42,0.72,2.1,SUPP077
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0343,419.42,231013,17,0.97,1.8,SUPP018
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0181,120.31,84483,9,0.62,2.9,SUPP044
SUPP033,Bel Fuse,"Munich, Germany",COMP0497,411.22,272423,42,0.79,3.4,SUPP036
SUPP042,Alliance Memory,"Gyeonggi, South Korea",COMP0086,474.76,260444,44,0.95,1.3,SUPP053
SUPP016,Molex,"Shanghai, China",COMP0223,446.67,174445,20,0.7,4.3,SUPP044
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0347,278.83,244597,18,0.57,4.4,SUPP023
SUPP029,KEMET Electronics,"Penang, Malaysia",COMP0038,432.47,291626,22,0.62,1.8,SUPP017
SUPP088,Marvell Technology,"Penang, Malaysia",COMP0202,619.63,390573,36,0.89,4.8,SUPP081
SUPP058,ITT Cannon,"Munich, Germany",COMP0166,369.8,485799,42,0.64,1.4,SUPP033
SUPP038,Epson Timing,"Bangalore, India",COMP0315,331.0,295699,6,0.56,3.9,SUPP069
SUPP004,Yageo Corporation,"Munich, Germany",COMP0318,652.28,195181,43,0.82,3.4,SUPP097
SUPP091,Ohmite,"Osaka, Japan",COMP0425,427.67,19071,24,0.51,2.5,SUPP017
SUPP036,Pulse Electronics,"Hsinchu, Taiwan",COMP0325,76.66,148093,48,0.98,3.5,SUPP078
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0359,280.02,266136,39,0.96,1.3,SUPP080
SUPP009,STMicroelectronics,"Osaka, Japan",COMP0447,339.04,74733,5,1.0,2.6,SUPP053
SUPP057,Harting,"Tokyo, Japan",COMP0379,541.41,191373,42,0.85,2.6,SUPP088
SUPP093,Halo Electronics,"Taipei, Taiwan",COMP0045,21.01,206842,14,0.81,1.3,SUPP004
SUPP035,Coilcraft,"Stockholm, Sweden",COMP0108,677.49,148115,10,0.53,2.9,SUPP042
SUPP022,Bourns,Singapore,COMP0406,61.42,248861,9,0.61,3.6,SUPP073
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0356,394.89,386211,10,0.82,1.7,SUPP100
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0265,418.32,315934,7,0.83,2.9,SUPP003
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0042,712.02,463269,47,0.63,3.6,SUPP002
SUPP096,Navitas Semiconductor,"Penang, Malaysia",COMP0323,243.29,894,3,0.61,2.2,SUPP054
SUPP066,Qorvo,"Gyeonggi, South Korea",COMP0148,489.56,302240,45,0.5,2.6,SUPP091
SUPP011,Infineon Technologies,"Hsinchu, Taiwan",COMP0175,401.39,362013,11,0.93,2.5,SUPP098
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0127,622.97,792,18,0.82,2.1,SUPP084
SUPP053,WAGO,"Shanghai, China",COMP0249,301.5,421522,26,0.73,2.4,SUPP054
SUPP069,Anaren Microwave,"Osaka, Japan",COMP0282,80.95,308525,25,0.82,2.7,SUPP041
SUPP033,Bel Fuse,"Munich, Germany",COMP0360,739.11,306709,8,0.93,2.4,SUPP086
SUPP040,Winbond Electronics,"Stockholm, Sweden",COMP0159,237.77,407877,29,0.69,1.2,SUPP062
SUPP030,Nichicon,"Zurich, Switzerland",COMP0021,690.83,386118,27,0.96,2.7,SUPP024
SUPP021,Omron Electronics,"Seoul, South Korea",COMP0378,532.39,2616,7,0.76,2.8,SUPP076
SUPP016,Molex,"Shanghai, China",COMP0216,20.78,493735,40,0.56,4.8,SUPP004
SUPP085,Espressif Systems,"London, UK",COMP0156,44.41,128791,35,0.59,1.0,SUPP065
SUPP086,MediaTek,"Seoul, South Korea",COMP0410,268.32,397247,50,0.8,2.5,SUPP053
SUPP043,Cree LED,"Bangalore, India",COMP0185,37.47,345359,47,0.74,3.8,SUPP089
SUPP060,Tektronix Supply,"Zurich, Switzerland",COMP0422,356.25,486196,20,0.89,3.0,SUPP041
SUPP047,Sensata Technologies,"Shanghai, China",COMP0047,38.96,447731,52,0.99,2.2,SUPP048
SUPP100,Entegris,"Tokyo, Japan",COMP0118,323.8,117903,26,0.96,4.4,SUPP018
SUPP045,Osram Opto,"Eindhoven, Netherlands",COMP0256,669.23,464183,14,0.69,4.0,SUPP037
SUPP010,NXP Semiconductors,"Hsinchu, Taiwan",COMP0065,739.82,8224,40,0.84,4.9,SUPP021
SUPP027,Diodes Incorporated,"Shenzhen, China",COMP0073,196.02,487461,35,0.81,3.6,SUPP032
SUPP058,ITT Cannon,"Munich, Germany",COMP0036,345.08,248888,37,0.55,3.9,SUPP032
SUPP079,Sumida,"Stockholm, Sweden",COMP0163,685.46,352465,27,0.52,4.7,SUPP086
SUPP078,Coilcraft Magnetics,"Bangalore, India",COMP0203,266.6,413794,35,0.91,3.2,SUPP039
SUPP001,Murata Electronics,"Taipei, Taiwan",COMP0277,739.44,378547,2,0.79,3.7,SUPP063
SUPP085,Espressif Systems,"London, UK",COMP0281,65.81,206106,18,0.85,3.4,SUPP094
SUPP064,Microsemi,"Taipei, Taiwan",COMP0473,307.1,276796,19,0.94,4.4,SUPP063
SUPP014,Renesas Electronics,"Stockholm, Sweden",COMP0364,576.32,439162,32,0.75,3.9,SUPP091
SUPP048,Honeywell Sensing,"Eindhoven, Netherlands",COMP0041,702.23,430372,6,0.99,4.8,SUPP043
SUPP017,TE Connectivity,"Austin, USA",COMP0318,132.48,285618,47,0.88,2.9,SUPP085
SUPP050,Amphenol Advanced Sensors,"Tokyo, Japan",COMP0199,479.51,150618,52,0.95,4.6,SUPP063
SUPP022,Bourns,Singapore,COMP0062,564.7,375484,8,0.77,1.1,SUPP037
SUPP059,Keysight Components,"Milan, Italy",COMP0055,381.35,142695,38,0.52,1.6,SUPP064
SUPP057,Harting,"Tokyo, Japan",COMP0290,160.67,193037,36,0.82,1.6,SUPP024
SUPP013,ON Semiconductor,"Gyeonggi, South Korea",COMP0257,616.21,112037,31,0.57,3.6,SUPP093
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0109,615.7,63138,31,0.52,1.6,SUPP069
SUPP061,Rohde & Schwarz Components,"Bangalore, India",COMP0250,635.52,435782,9,0.9,1.9,SUPP020
SUPP007,Panasonic Electronic Components,"Milan, Italy",COMP0379,607.5,219337,6,0.8,1.5,SUPP014
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0169,209.9,153446,45,0.88,1.4,SUPP037
SUPP049,TE Connectivity Sensors,"Osaka, Japan",COMP0080,441.07,40359,2,0.65,3.0,SUPP056
SUPP085,Espressif Systems,"London, UK",COMP0016,343.51,440534,17,0.62,4.0,SUPP025
SUPP062,Fairchild Semiconductor,"Taipei, Taiwan",COMP0219,105.03,78829,46,0.57,3.5,SUPP021
SUPP054,Dinkle,"Shanghai, China",COMP0310,434.89,137045,33,0.88,4.4,SUPP032
SUPP091,Ohmite,"Osaka, Japan",COMP0131,28.12,463417,44,0.63,4.1,SUPP078
SUPP087,Broadcom Limited,"Eindhoven, Netherlands",COMP0168,80.78,151538,41,0.76,1.3,SUPP047
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0471,485.71,23785,33,0.57,3.0,SUPP065
SUPP076,Sprague Goodman,"Shanghai, China",COMP0196,736.37,29694,45,0.99,1.4,SUPP060
SUPP006,AVX Corporation,"Penang, Malaysia",COMP0074,648.25,148346,15,0.94,2.1,SUPP049
SUPP005,Samsung Electro-Mechanics,"Hsinchu, Taiwan",COMP0011,23.57,353760,45,0.94,4.7,SUPP035
SUPP077,BC Components,"Seoul, South Korea",COMP0060,622.28,400385,51,0.68,4.6,SUPP010
SUPP099,Cohu Inc,"Bangalore, India",COMP0339,512.1,399334,47,0.55,2.2,SUPP029
SUPP083,Dialog Semiconductor,"Stockholm, Sweden",COMP0040,160.92,14701,27,0.88,4.6,SUPP001
